rfid	locomotor_cage	locomotor_t1_age	locomotor_t2_age	locomotor_t1_total_distance	locomotor_t1_rest_time	locomotor_t1_rest_episode_count	locomotor_t1_movement_episode_count	locomotor_t1_vertical_activity_count	locomotor_t1_center_time_legacy	locomotor_t2_total_distance	locomotor_t2_rest_time	locomotor_t2_rest_episode_count	locomotor_t2_movement_episode_count	locomotor_t2_vertical_activity_count	locomotor_t2_center_time_legacy	locomotor_fecal_boli_box	locomotor_fecal_boli_1	locomotor_fecal_boli_2	locomotor_fecal_boli_change	locomotor_fecal_boli_age_1	locomotor_fecal_boli_age_2
933000320045751	4	76	77	4058.93	316.15	130	139	1667	221.18	3011.69	432.7	136	143	1168	63.77	40	1	0	-1	76	77
933000320045756	4	74	75	1669.6	509.62	141	141	868	10.54	1872.8	504.49	148	152	1109	15.39	54	0	0	0	74	75
933000320045757	4	74	75	4554.67	353.01	131	139	1703	151.58	3831.46	333.54	118	126	1135	54.23	18	0	0	0	74	75
933000320045759	4	76	77	5350.88	335.55	148	157	1569	110.57	3588.23	411.87	142	151	1350	93.32	52	0	0	0	76	77
933000320045760	2	76	77	1829.33	413.79	127	134	1297	454.05	1508.5	527.21	162	164	994	539.84	39	8	5	-3	76	77
933000320045761	1	76	77	4538.02	346.38	136	147	1553	108.21	3709.1	386.52	149	159	1332	91.26	55	0	0	0	76	77
933000320045766	3	72	73	4666.24	300.94	129	134	1798	116.84	4396.46	395.99	164	173	1778	124.7	18	0	0	0	72	73
933000320045768	2	76	77	1858.67	465.74	149	152	1139	57.74	2435.73	403.95	153	161	1096	59.76	55	8	0	-8	76	77
933000320045769	3	76	77	1914.47	426.34	144	148	848	41.64	2858.71	370.13	150	156	1177	60.1	54	0	0	0	76	77
933000320045772	2	74	75	4949.98	258.24	126	134	1333	119.98	4184.22	324.68	143	150	1307	133.41	17	0	0	0	74	75
933000320045803	1	78	79	4606.76	276.4	137	143	1534	135.23	3540.74	286.28	129	138	1253	58.71	5	0	0	0	78	79
933000320045804	4	83	84	2184.79	414.98	162	167	1346	473.97	1354.66	451.1	154	159	1038	243.42	24	6	2	-4	83	84
933000320045812	2	85	86	3147.82	399.52	153	159	1103	115.14	2459.61	423.5	163	170	939	71.97	41	5	7	2	85	86
933000320045821	3	83	84	5229.97	233.57	111	123	1641	173.1	3195.95	352.56	143	152	1274	108.5	20	0	0	0	83	84
933000320045822	3	78	79	3022.5	326.48	130	141	1306	236.81	2733.29	373.71	147	152	1182	118.46	6	4	4	0	78	79
933000320045877	1	93	94	1955.16	403.4	135	143	1264	51.6	667.75	496.34	179	178	1065	9.43	43	5	3	-2	93	94
933000320045878	3	93	94	2354.92	353.99	154	159	1132	205.74	2182.16	458.81	179	187	1093	189.4	44	0	0	0	93	94
933000320045880	3	85	86	3629.43	289.54	146	154	1580	254.02	4066.68	301.9	151	158	1525	283.27	14	4	1	-3	85	86
933000320045881	1	91	92	4411.9	211.75	112	125	1613	184.14	2179.89	401.58	149	153	1013	81.5	29	2	4	2	91	92
933000320045882	1	92	93	2960.59	388	141	149	1137	145.28	3161.56	449.48	151	153	1312	148.36	21	4	3	-1	92	93
933000320045883	2	93	94	5077.66	216.51	115	126	1923	373.07	3974.58	347.29	159	163	1709	207.29	43	5	4	-1	93	94
933000320045884	4	84	85	2632.42	438.42	126	135	1554	589.48	1788.62	571.94	154	156	1191	312.76	4	2	3	1	84	85
933000320045885	2	93	94	2109.13	358.04	148	158	1189	162.03	2420.23	364.76	157	164	1539	103.14	29	6	0	-6	93	94
933000320045886	2	83	84	1536.91	438.59	146	150	1071	319.86	1819.68	437.69	170	176	1216	389.87	11	7	7	0	83	84
933000320045887	2	83	84	1915.13	480.41	120	125	1102	702.86	1224.16	528.62	162	166	972	834.89	19	9	7	-2	83	84
933000320045888	4	85	86	1319.41	472.29	159	165	812	76.81	1582.37	483.07	176	179	676	144.42	14	5	2	-3	85	86
933000320045889	3	92	93	3572.17	356.77	130	138	1599	141.72	1884.73	574.86	144	143	917	38.87	32	2	0	-2	92	93
933000320045891	3	91	92	1906.65	405.13	160	163	1251	499.84	1032.18	477.07	166	170	1053	427.17	28	2	0	-2	91	92
933000320045892	4	85	86	3225.36	415.23	159	162	1496	299.74	1844.78	562.98	150	156	1057	559.21	16	6	5	-1	85	86
933000320045893	2	84	85	2078.97	385.14	159	168	1069	274.23	2127.41	417.33	179	186	1079	126.29	15	8	5	-3	84	85
933000320045894	4	90	91	3222.46	414.54	151	152	1187	213.53	3685.65	424.39	155	161	1650	336.58	34	1	0	-1	90	91
933000320045895	2	91	92	1869.52	467.45	151	157	1264	94.11	1992.54	469.93	155	160	1104	68.44	37	4	1	-3	91	92
933000320045896	3	91	92	2945.81	420.01	157	166	1498	151.76	3136.9	434.62	185	187	1451	115.36	34	0	0	0	91	92
933000320045897	1	84	85	2655.65	380.88	130	141	1164	85.59	1919.11	495.81	143	144	1161	18.45	19	10	7	-3	84	85
933000320045898	3	91	92	3852.05	257.13	128	136	1768	279.4	3927.78	329.85	142	150	1978	249.66	36	0	0	0	91	92
933000320045899	3	83	84	1040.38	578.81	143	144	1034	493.58	1714.04	552.59	135	133	1075	228.09	12	12	5	-7	83	84
933000320045900	4	91	92	3899.98	374.84	143	149	1658	143.03	3295.5	466.26	140	147	1210	195.93	36	0	0	0	91	92
933000320045901	2	86	87	1207.54	486.06	191	197	1248	185.74	1387.89	563.38	178	177	1125	422.19	3	10	11	1	86	87
933000320045903	2	95	96	2000.24	407.92	160	161	1296	481.72	2862.82	376.15	162	168	1449	185.91	27	1	0	-1	95	96
933000320045907	4	94	95	3037.04	335.71	156	166	1628	207.89	2846.06	394.87	147	156	1383	45.7	30	1	4	3	94	95
933000320045910	3	93	94	2009.03	359.87	155	159	1388	85.56	1655.64	458.05	155	159	1098	169.73	30	0	0	0	93	94
933000320045911	4	94	95	3698.4	274.96	140	154	2016	238.53	1883.6	479.01	147	148	1460	74.93	44	8	5	-3	94	95
933000320045912	4	93	94	1841.52	463.22	180	182	1107	391.81	3342.62	399.5	166	176	1280	235.52	28	6	4	-2	93	94
933000320045915	2	93	94	1758.51	404.14	163	173	1176	200.42	2897.25	352.86	153	164	1006	166.36	21	3	2	-1	93	94
933000320045918	1	94	95	3342.02	355.22	148	155	1524	79.42	2777.43	455.02	157	161	1275	45.02	27	4	5	1	94	95
933000320045920	2	93	94	2477.8	424.62	142	147	1252	399.03	2243.85	485.68	169	172	1211	405.52	25	0	0	0	93	94
933000320045921	3	86	87	2211.4	396.85	160	169	1264	152.63	2326.07	386.49	160	170	1235	403.54	4	2	2	0	86	87
933000320045924	3	86	87	1144.23	558.9	153	152	940	226.5	978.85	547.09	144	151	1023	337.02	2	8	9	1	86	87
933000320045925	1	95	96	2901.94	255.32	112	124	1499	107.2	2626.62	401.67	159	164	1262	186.87	25	0	0	0	95	96
933000320046027	3	84	85	2326.68	344.94	144	152	1456	295.27	1170.98	419.2	162	174	1000	156.44	24	5	6	1	84	85
933000320046032	3	84	85	1575.84	524.66	154	154	1061	58.52	33.98	750.12	141	134	439	0	16	6	2	-4	84	85
933000320046034	1	87	88	6128.46	247.03	115	124	1796	149.24	4370.38	429.52	166	175	1512	185.75	41	0	0	0	87	88
933000320046037	4	85	86	3071.24	430.98	119	122	1378	94.5	2095.91	439.47	148	153	1212	29.42	16	3	4	1	85	86
933000320046038	3	84	85	1389.85	442.18	167	171	888	67.49	1029.15	527.49	175	173	705	54.08	34	8	8	0	84	85
933000320046041	4	84	85	3338.44	356.13	139	144	1567	113.29	2287.34	463.4	134	140	1414	59.82	20	3	2	-1	84	85
933000320046045	2	79	80	3039.58	313.66	154	165	1583	553.76	1686.85	450.92	183	186	1022	618.92	1	1	6	5	79	80
933000320046046	4	84	85	4394.35	292.76	140	151	1790	108.2	3814	327.57	140	149	1523	80.29	34	4	0	-4	84	85
933000320046047	2	86	87	2217.44	354.11	149	159	1171	47.48	624.49	487.61	188	192	829	10.43	45	0	1	1	86	87
933000320046048	2	79	80	1910.53	476.6	169	171	959	583.72	1254.91	587.83	165	170	585	562.26	5	0	7	7	79	80
933000320046050	4	79	80	3419.57	400.89	139	143	1327	255.6	2013.43	497.39	163	166	1210	49.3	6	6	7	1	79	80
933000320046051	1	89	90	4971.58	220.84	108	120	1703	111.64	5627.39	271.64	121	132	2044	93.57	33	0	0	0	89	90
933000320046052	1	81	82	1921.76	403.69	156	167	1207	49.08	747.93	569.44	172	173	686	29.78	13	3	3	0	81	82
933000320046053	1	82	83	5253.26	328.9	127	138	1656	79.24	4673.1	411.15	161	167	1723	132.65	15	0	0	0	82	83
933000320046055	1	82	83	1304.37	421.63	137	140	1189	68.11	2098.98	379.67	143	146	1439	85.14	11	3	2	-1	82	83
933000320046056	1	91	92	4464.31	282.84	96	104	1766	221.68	3391.71	350.53	155	164	1558	207.86	35	0	0	0	91	92
933000320046057	4	81	82	1639.07	418.4	155	164	713	86.79	2487.16	403.25	155	159	917	83.69	12	1	0	-1	81	82
933000320046058	1	81	82	1413.51	360.62	128	135	1287	730.12	1082.6	526.32	160	166	1033	328.26	1	5	4	-1	81	82
933000320046059	3	88	89	1738.15	404.7	150	156	1175	380.02	2142.89	350.47	142	150	1389	144.27	22	5	2	-3	88	89
933000320046060	4	81	82	1731.62	439.66	149	154	1085	72.19	1021.47	535.06	172	177	971	17.32	8	1	0	-1	81	82
933000320046061	1	81	82	1744.31	430.65	154	161	1132	452.82	1290.66	487.34	183	190	1033	346.45	7	6	0	-6	81	82
933000320046062	3	82	83	3249.33	308.2	164	177	1227	138.94	3259.89	346.37	146	157	1017	76.16	6	3	0	-3	82	83
933000320046063	4	83	84	2649.68	426.04	137	139	1074	226.2	4678.05	391.75	146	153	1321	241.59	20	0	4	4	83	84
933000320046064	2	88	89	2818.38	382.67	129	137	798	147.34	2234.19	441.68	151	156	908	61.73	31	2	0	-2	88	89
933000320046065	1	89	90	3631.01	349.43	122	130	1582	51.09	2822.11	361.05	156	168	1495	52.07	37	0	0	0	89	90
933000320046067	2	81	82	1843.95	426.64	173	179	1135	377.54	2597.81	358.05	156	170	1460	516.41	1	8	6	-2	81	82
933000320046068	4	82	83	1649.55	522.51	141	150	1128	457.76	1607.77	500.55	166	168	941	180.43	6	5	3	-2	82	83
933000320046069	2	81	82	1752.75	374.55	131	135	1267	138.49	996.99	443.05	133	141	1082	67.23	7	5	4	-1	81	82
933000320046070	3	82	83	962.73	484.81	154	159	1139	461.21	122.92	743.35	137	130	545	548.61	16	7	6	-1	82	83
933000320046071	1	90	91	2315.51	385.18	151	153	1237	70.03	1473.61	425.99	157	162	1235	38.46	41	2	0	-2	90	91
933000320046072	2	90	91	3814.85	292.13	146	157	1518	185.96	3141.34	386.45	174	181	1401	112.54	41	2	4	2	90	91
933000320046073	1	88	89	2580.52	388.09	143	151	1225	85.38	1187.15	535.46	185	187	649	10.7	23	1	0	-1	88	89
933000320046074	2	91	92	3325.39	202.58	116	127	1530	289.92	2680	369.23	137	140	1355	191.57	35	3	0	-3	91	92
933000320046075	2	88	89	1408.48	503.28	149	154	809	50.02	2243.57	407.39	164	173	851	114.99	33	4	6	2	88	89
933000320046179	1	79	80	2011.33	346.64	121	132	1362	266.47	1435.67	484.14	158	164	1079	222.43	9	4	5	1	79	80
933000320046181	3	85	86	4145.57	317.32	135	147	1566	190.16	3688.64	358.78	156	164	1503	198.94	40	6	4	-2	85	86
933000320046182	3	86	87	2800.01	325.59	113	122	1357	177.22	3597.69	310.76	138	148	1603	224.35	38	0	2	2	86	87
933000320046184	4	86	87	4174.01	322.55	158	165	1691	257.34	3915.25	429.98	166	173	1757	132.77	40	2	0	-2	86	87
933000320046188	1	79	80	1167.4	506.56	142	143	896	745.1	900.91	632.85	127	127	551	401.14	5	1	1	0	79	80
933000320046190	2	79	80	2832.56	310.42	144	154	1307	184.5	2939.99	332.26	154	164	1167	222.29	9	2	4	2	79	80
933000320046196	2	86	87	2057.72	457.35	162	169	1146	276.13	1644.09	473.35	193	195	928	215.99	39	7	7	0	86	87
933000320046251	4	87	88	4754.65	392.19	149	153	1798	145.79	4404.87	391.45	154	159	1924	127.11	38	0	1	1	87	88
933000320046252	4	88	89	3383.69	323.86	139	149	1665	192.32	3731.43	361.67	137	148	1554	161.18	26	3	5	2	88	89
933000320046253	3	81	82	2981.73	327.11	138	148	1616	262.54	2104.61	500.39	167	175	1246	246.95	8	0	0	0	81	82
933000320046254	1	80	81	3056.16	326.49	140	148	1399	205.31	2660.2	414.4	134	140	1194	139.87	17	5	0	-5	80	81
933000320046255	4	80	81	2018.59	541.94	144	146	626	658.51	1131.71	616.52	150	151	700	741.6	18	4	6	2	80	81
933000320046256	1	87	88	4254.24	300.79	108	115	1611	184.09	3929.87	404.18	149	160	1524	190.65	31	0	0	0	87	88
933000320046257	4	88	89	3038.45	416.83	181	192	1359	318.75	1985.9	470.94	171	171	1029	92.59	42	8	3	-5	88	89
933000320046258	1	86	87	3610.2	257.52	110	123	1728	156.87	2974.92	330.52	131	140	1525	103.38	39	7	4	-3	86	87
933000320046259	2	79	80	2965.17	254.68	122	130	1501	125.21	4083.36	241.45	111	119	1582	128.1	5	5	3	-2	79	80
933000320046260	2	81	82	1452.54	497.84	178	186	1059	265.15	2107.21	470.22	171	178	1151	349.13	13	3	4	1	81	82
933000320046261	4	87	88	2793.69	449.62	149	158	1301	71.33	2892.96	485.72	155	156	1270	32.85	24	1	0	-1	87	88
933000320046262	4	87	88	2614.37	391.65	151	162	1399	422.45	2235.29	483.31	167	173	1223	376.82	22	2	3	1	87	88
933000320046263	2	87	88	4649.17	293.21	136	148	1994	129.24	4004.97	412.13	170	176	1776	65.07	45	0	0	0	87	88
933000320046264	3	87	88	5046.91	237.89	122	133	2134	165.01	2567.31	416.38	157	168	1460	73.77	24	8	0	-8	87	88
933000320046265	4	81	82	3037.4	409.87	149	153	1818	251.44	3534.14	432.74	170	179	1962	234.21	10	7	8	1	81	82
933000320046266	3	79	80	1268.04	427.23	157	161	1030	26	1469.83	452.22	166	172	884	20.6	20	7	2	-5	79	80
933000320046267	1	87	88	2929.88	466.75	138	140	1225	87.23	2318.06	534.95	142	140	1016	103.46	45	0	1	1	87	88
933000320046268	3	80	81	2875.52	435.79	140	141	1246	451.28	1985.76	602.05	131	132	936	460.95	10	7	5	-2	80	81
933000320046269	3	88	89	804.82	560.97	133	136	1102	67.74	917.76	544.01	156	160	974	72.96	42	10	5	-5	88	89
933000320046270	3	79	80	4427.73	295.17	125	137	1973	268.22	4431.57	233.87	125	134	1935	124.36	18	3	7	4	79	80
933000320046271	2	88	89	4040.43	369.49	152	166	1725	119.64	4047.98	427.79	148	153	1760	123.24	23	2	0	-2	88	89
933000320046274	3	87	88	3784.75	301.37	135	144	1677	303.71	3257.41	366.95	150	152	1651	287.35	26	0	0	0	87	88
933000320046275	2	80	81	2269.3	397.35	133	142	1093	461.77	1818.85	441.92	153	158	1056	347.31	17	5	8	3	80	81
933000320046276	1	87	88	2176.28	396.68	124	130	1111	339.97	2893.07	402.57	158	167	1191	286.9	3	5	6	1	87	88
933000320046282	4	87	88	1507.28	486.38	156	161	1000	667.88	1952.93	605.05	136	137	1365	634.64	2	11	7	-4	87	88
933000320046326	2	78	79	1892.04	400.84	161	167	1201	46.78	1368.48	500	173	178	945	17.7	33	5	2	-3	78	79
933000320046327	2	80	81	4555.36	309.16	129	143	1719	120.37	1966.46	423.83	157	161	1061	59.12	49	0	4	4	80	81
933000320046329	3	79	80	3770.85	236.64	93	103	1618	109.26	3401.62	289.08	120	131	1482	124.07	38	5	2	-3	79	80
933000320046330	4	78	79	3202.68	379.14	157	168	1126	162.56	1805.18	442.03	179	187	861	75.9	32	3	1	-2	78	79
933000320046331	1	73	74	2819.83	321.91	135	138	1195	104.49	3023.47	338.73	141	145	776	243.86	9	0	0	0	73	74
933000320046332	2	74	75	2383.08	452.55	125	132	966	473.19	2267.85	426.59	156	161	931	478.21	9	4	9	5	74	75
933000320046333	3	80	81	3102.99	307.84	133	141	964	58.13	2733.44	412.82	147	156	902	34.11	50	0	0	0	80	81
933000320046334	1	78	79	3712.72	337.11	154	166	1495	221.23	4210.48	346.32	151	162	1381	247.43	29	3	0	-3	78	79
933000320046335	3	78	79	2262.84	309.56	144	153	1507	129.66	1237.75	413.02	157	160	1089	36.35	32	9	6	-3	78	79
933000320046337	2	78	79	2451.97	395.65	146	152	1332	347.07	2122.19	432.45	156	165	933	162.48	29	2	2	0	78	79
933000320046338	3	78	79	3694.47	251.55	120	131	1564	155.4	1838.5	347.38	165	176	1188	10.99	28	5	7	2	78	79
933000320046339	3	78	79	3456.77	326.28	129	138	1477	132.04	2642.4	289.22	137	146	1282	83.97	30	3	0	-3	78	79
933000320046340	1	80	81	3933.12	386.33	146	146	1385	86.22	2309.62	458.11	150	155	969	37.98	47	0	2	2	80	81
933000320046341	2	80	81	2441.35	321.95	154	163	876	39.96	1920.18	414.49	159	168	764	62.52	47	0	0	0	80	81
933000320046342	1	79	80	4427.75	207.11	108	118	1693	203.13	3172.34	403.58	139	147	1257	164.16	37	1	3	2	79	80
933000320046343	1	80	81	6092.91	207.71	110	121	1829	105.9	3606.22	285.82	147	158	1430	115.65	49	7	5	-2	80	81
933000320046344	4	72	73	3284.89	362.28	136	143	1655	107.24	2987.33	373.78	142	155	1409	112.66	12	7	4	-3	72	73
933000320046346	1	78	79	5099.1	258.88	110	115	1836	257.83	3040.14	356.01	134	143	1366	215.78	33	3	1	-2	78	79
933000320046347	4	78	79	2973.48	333.63	143	151	1271	75.76	1437.97	481.99	162	168	1043	14.29	30	6	7	1	78	79
933000320046348	4	80	81	3697.99	371.06	140	145	1429	141.49	2722.38	400	154	160	1232	174.15	48	0	0	0	80	81
933000320046349	1	79	80	7534.19	238.07	121	132	1919	253.86	8411.73	269.85	111	121	2521	212.5	51	6	6	0	79	80
933000320046351	4	78	79	3196.96	295.54	136	147	1462	125.71	2270.69	437.71	138	138	1211	49.06	28	1	3	2	78	79
933000320046353	4	79	80	1980.18	353.53	143	154	1202	112.41	1668.14	367.95	158	165	814	124.2	36	6	6	0	79	80
933000320046355	4	80	81	4134.45	271.82	125	134	1430	156.18	3210.23	384.42	138	144	996	64.15	46	0	0	0	80	81
933000320046356	3	78	79	2821.97	333.37	132	141	1320	165.62	1501.97	441.06	162	166	864	115.3	36	6	4	-2	78	79
933000320046359	3	81	82	2569.8	366.03	142	148	974	83.87	2020.83	484.97	148	150	968	38.47	46	3	2	-1	81	82
933000320046360	4	80	81	5007.95	277.5	142	151	1665	119.72	3232.5	384.61	158	160	1538	174.22	50	0	0	0	80	81
933000320046361	2	80	81	3079.54	308.48	138	148	1328	228.13	2022.96	376.49	161	166	1048	111.39	53	4	3	-1	80	81
933000320046362	1	81	82	2799.07	418.16	152	156	1114	458.19	2145.82	430.1	176	182	1064	290.69	53	4	0	-4	81	82
933000320046367	2	79	80	2810.57	296.99	130	142	1210	166.52	1412.82	412.27	173	178	762	57.84	15	1	0	-1	79	80
933000320046369	3	76	77	2594.83	373.74	119	120	1169	142.86	2362.92	358.54	155	162	1227	87.09	8	3	0	-3	76	77
933000320046370	3	80	81	4276.64	276.47	126	136	1626	148.23	4088.31	373.55	148	157	1462	183.97	48	0	0	0	80	81
933000320046373	1	78	79	5564.69	264.35	112	125	1937	238.04	4776.56	253.5	117	129	1635	134.05	15	0	0	0	78	79
933000320046375	4	76	77	4067.3	326.02	128	137	1464	240.66	4346.86	359.46	151	159	1356	101.6	8	3	5	2	76	77
933000320046478	4	73	74	2167.18	445.79	153	159	1411	241.53	1455.69	483.48	151	155	980	106.03	4	1	2	1	73	74
933000320046479	2	69	70	3121.41	342.1	140	146	966	307.71	2323.48	441.18	140	147	867	436.37	13	1	3	2	69	70
933000320046481	3	78	79	3616.63	308.85	136	143	1598	114.33	1504.34	539.56	137	134	728	54.77	52	0	0	0	78	79
933000320046482	3	72	73	3077.01	410.29	143	149	983	291.4	2422.9	436.82	133	141	944	252.45	10	0	0	0	72	73
933000320046483	1	69	70	2321.91	299.31	140	150	883	22.91	1490.87	440.11	152	161	336	6.46	13	0	0	0	69	70
933000320046484	2	78	79	3569.28	373.55	164	172	1355	364.14	2669.9	392.32	166	172	1080	262.91	27	7	7	0	78	79
933000320046485	1	75	76	3253.57	317.47	136	142	1205	113.42	3546.47	331.58	161	168	1129	200.06	35	5	3	-2	75	76
933000320046486	1	74	75	4808.96	268.58	134	143	1526	93.79	4038.22	307.6	134	144	1329	71.82	17	0	0	0	74	75
933000320046488	2	78	79	3646.76	288.08	130	139	1670	113.73	2559.48	380.8	161	169	1462	95.12	37	0	0	0	78	79
933000320046490	2	77	78	2384.5	376.17	164	172	1165	164.73	2316.54	395.66	166	175	1088	178.99	35	5	8	3	77	78
933000320046491	4	70	71	2432.84	413.31	125	132	899	54.42	2438.09	400.95	168	177	1106	79.7	10	1	3	2	70	71
933000320046492	1	72	73	2010.77	468.14	133	136	1067	56.38	1735.76	522.83	136	140	923	23.32	11	0	0	0	72	73
933000320046493	4	79	80	2731.24	312.18	146	159	1447	292.15	1073.12	530.79	153	153	691	49.33	22	0	0	0	79	80
933000320046494	3	71	72	2127.35	437.5	170	176	1247	130.62	1652.33	431.91	168	178	1146	93.58	12	2	0	-2	71	72
933000320046495	2	78	79	2350.26	291.43	153	159	1059	91.28	2104.04	402.98	174	181	914	50.18	51	0	0	0	78	79
933000320046496	2	71	72	5101.72	234.7	106	119	1051	221.87	3127.91	356.31	158	159	800	107.03	11	0	0	0	71	72
933000320046497	1	78	79	3958.42	275.61	106	114	1426	258.06	1616.05	506.12	168	169	814	103.37	39	2	0	-2	78	79
933000320046498	3	78	79	3000.05	212.75	99	112	1390	93.26	2754.03	357.84	157	164	1037	61.8	40	4	2	-2	78	79
933000320046500	4	78	79	1884.03	413.98	158	165	1274	132.08	2156.13	406.5	162	166	1007	100.5	38	2	0	-2	78	79
933000320046553	1	84	85	5866.77	208.09	105	120	1607	138.48	3002.16	426.3	162	166	981	114	43	0	1	1	84	85
933000320046555	4	84	85	5064.11	286.27	110	124	1414	130.69	3235.09	413.87	169	176	806	32.36	42	0	0	0	84	85
933000320046561	4	77	78	2791.26	459.52	149	155	1317	260.82	2542.5	498.64	156	161	1103	211.34	2	7	2	-5	77	78
933000320046564	3	77	78	4327.37	264.99	115	124	1794	335.76	2085.06	405.66	148	160	1105	145.85	14	0	0	0	77	78
933000320046569	1	82	83	3067.56	314.18	112	120	1442	213.42	958.99	626.81	151	150	839	93.31	31	6	2	-4	82	83
933000320046571	2	82	83	4646.4	274.33	124	133	1264	250.97	2928.73	328.15	152	161	1087	125.03	21	0	0	0	82	83
933000320046572	3	77	78	1167.18	509.52	162	162	858	40.17	1394.85	445.89	184	190	876	49.09	2	2	4	2	77	78
933000320046573	1	84	85	5657.44	174.94	93	104	1688	206.61	3099.03	439.83	143	146	1327	82.41	45	0	3	3	84	85
933000320046575	3	84	85	4205.22	247.73	124	130	1920	118.86	4306.4	358.34	162	173	1500	79.36	42	0	3	3	84	85
933000320046752	2	76	77	2156.45	312.75	144	150	1356	227.92	1365.08	372.87	166	172	973	63.82	7	5	0	-5	76	77
933000320046753	4	83	84	2806.19	420.49	141	150	1300	163.54	2265.44	512.58	161	166	1295	94.3	44	0	0	0	83	84
933000320046755	1	81	82	2447.21	354.93	150	153	1347	77.51	1178.34	518.45	173	179	724	44.32	23	3	0	-3	81	82
933000320046756	2	81	82	2028.72	404.89	138	146	1355	164.4	2003.29	361.41	146	158	1359	95.39	31	7	9	2	81	82
933000320046757	2	81	82	2690.03	356.74	160	167	660	99.96	1276.66	384.58	162	171	435	18.38	19	8	1	-7	81	82
933000320046758	2	76	77	2219.92	380.19	135	144	1304	708.9	1829.86	425.57	166	176	1098	683.71	3	6	8	2	76	77
933000320046759	1	81	82	3912.24	333.86	143	155	1549	95.68	2529.77	418.82	160	166	1311	77.5	21	0	0	0	81	82
933000320046760	1	81	82	5361.57	234.27	115	128	1496	164.82	2719.3	409.75	169	176	1105	89.05	27	3	5	2	81	82
933000320046761	1	76	77	938.29	570.21	146	143	756	27.73	1221.71	548.05	126	127	874	108.17	3	6	4	-2	76	77
933000320046762	1	79	80	1228.22	543.77	121	124	1164	617.87	659.94	653.98	135	132	743	323.22	1	4	4	0	79	80
933000320046763	3	81	91	1830.28	349.93	137	146	1315	126.32	2611.61	315.71	152	160	1290	179.39	26	7			81	82
933000320046764	2	81	82	2544.34	364.35	126	135	920	94.97	2686.75	392.67	177	188	1006	100.81	25	7	2	-5	81	82
933000320046766	2	83	84	3841.92	267.84	133	144	1256	172.06	2380.14	453.41	153	158	784	77.24	43	2	0	-2	83	84
933000320046767	3	76	77	2376.47	297.98	124	135	1476	151.36	1175.53	480.86	177	180	1145	73.55	4	6	0	-6	76	77
933000320046768	3	83	84	2552.32	228.81	116	123	1025	57.94	2162.07	390.18	140	144	928	33.82	44	3	1	-2	83	84
933000320046769	4	77	78	2830.96	326.31	131	141	1743	131.14	2996.23	343.23	146	160	1577	136.05	14	4	5	1	77	78
933000320046770	2	81	82	2651.89	358.19	126	138	1213	135.26	2241.11	398.73	152	159	860	65.15	23	10	9	-1	81	82
933000320046771	1	81	82	3557.29	291.06	116	127	1638	178.46	3189.52	357.42	131	136	1619	121.54	19	3	0	-3	81	82
933000320046772	1	76	77	2035.57	430.55	144	150	1490	188.51	1310.3	537.81	180	183	1005	74.46	7	4	2	-2	76	77
933000320046774	1	81	82	4412.18	257.81	112	120	1617	205.74	3547.89	361.8	144	151	1351	197.5	25	4	0	-4	81	82
933000320046775	4	81	82	2504.87	369.54	155	163	1666	227.01	1491.11	467.71	171	177	961	56.45	26	7	1	-6	81	82
933000320046876	2	79	80	2543.16	353.34	168	174	1118	277.31	1425.85	497.78	182	186	828	72.82	37	3	2	-1	79	80
933000320046877	3	82	83	5817.17	245.55	112	122	1985	79.88	4974.54	353.53	150	161	2325	246.89	44	0	0	0	82	83
933000320046878	2	73	74	1645.17	467	138	142	1065	459.89	2772.21	327.9	156	166	1134	141.35	1	2	2	0	73	74
933000320046880	4	78	79	1711.24	422.57	149	157	1429	32.85	911.97	526.51	187	187	1164	13.25	30	2	2	0	78	79
933000320046881	4	77	78	3350.79	273.34	123	129	1666	100.35	2587.28	417.54	166	174	1143	62.33	34	9	7	-2	77	78
933000320046882	3	78	79	3402.98	281.79	135	143	1416	239.51	2722.17	365.62	155	158	1287	241.16	30	0	0	0	78	79
933000320046883	4	78	79	3141.5	421.21	132	143	1329	55.69	2839.74	451.29	154	159	1347	108.53	28	0	0	0	78	79
933000320046884	2	73	74	842.08	562.41	160	159	1114	34.74	45.99	735.01	130	127	404	0	9	3	8	5	73	74
933000320046885	4	76	77	3683.29	414.44	149	154	1403	225.41	3122.47	480.5	172	182	1249	164.71	4	0	0	0	76	77
933000320046888	3	79	80	5800.01	191.61	97	107	1910	132.49	4754.55	295.71	140	148	1876	162.91	46	0	0	0	79	80
933000320046889	2	80	81	4015.97	358.84	148	158	1032	56.75	4683.91	351.38	170	180	1084	168.42	45	2	3	1	80	81
933000320046890	3	82	83	4196.05	354.86	145	155	1351	315.67	3246.65	460.78	171	175	1176	184.66	48	5	1	-4	82	83
933000320046892	1	79	80	1576.01	427.11	153	158	961	75.14	1511.71	420.16	141	145	610	12.94	47	4	7	3	79	80
933000320046893	1	80	81	6379.7	292.75	118	126	1820	148.31	4562.38	358.5	137	145	1658	151.44	41	0	1	1	80	81
933000320046894	2	78	79	3454.52	327.67	137	146	978	154.96	2211.42	450.2	139	146	559	93.55	25	3	2	-1	78	79
933000320046895	4	80	81	4357.81	338.67	123	130	1693	91.83	4244.64	399.48	154	162	1382	66.8	44	0	1	1	80	81
