rfid	soc_totalti_max	soc_totalti_16_5	soc_totalti_13_5	soc_totalti_10_5	soc_totalti_7_5	soc_totalti_4_5	soc_totalti_1_5	soc_totalti	soc_totalrf	soc_totalrs_max	soc_totalrs_16_5	soc_totalrs_13_5	soc_totalrs_10_5	soc_totalrs_7_5	soc_totalrs_4_5	soc_totalrs_1_5	soc_totalrs	soc_opconti_max	soc_opconti_16_5	soc_opconti_13_5	soc_opconti_10_5	soc_opconti_7_5	soc_opconti_4_5	soc_opconti_1_5	soc_opconti	soc_opconrf	soc_opconrs_max	soc_opconrs_16_5	soc_opconrs_13_5	soc_opconrs_10_5	soc_opconrs_7_5	soc_opconrs_4_5	soc_opconrs_1_5	soc_opconrfq	soc_opconrs	soc_midconti_max	soc_midconti_16_5	soc_midconti_13_5	soc_midconti_10_5	soc_midconti_7_5	soc_midconti_4_5	soc_midconti_1_5	soc_midconti	soc_midconrf	soc_midconrs_max	soc_midconrs_16_5	soc_midconrs_13_5	soc_midconrs_10_5	soc_midconrs_7_5	soc_midconrs_4_5	soc_midconrs_1_5	soc_midconrfq	soc_midconrs	soc_socialti_max	soc_socialti_16_5	soc_socialti_13_5	soc_socialti_10_5	soc_socialti_7_5	soc_socialti_4_5	soc_socialti_1_5	soc_socialti	soc_socialrf	soc_socialrs_max	soc_socialrs_16_5	soc_socialrs_13_5	soc_socialrs_10_5	soc_socialrs_7_5	soc_socialrs_4_5	soc_socialrs_1_5	soc_socialrfq	soc_socialrs	soc_age	soc_box_id
00077E8E40	19020	8910	19020	13606	11106	11594	7990	72226	96	208	132	153	208	132	152	145	922	4302	3191	1814	2736	3479	4302	1411	17341	32	35	35	11	10	18	22	18	0.123644252	114	3289	424	1884	3289	1875	1082	924	9478	26	33	8	8	33	15	21	18	0.006507592	103	14914	5295	14914	7581	5752	6210	5655	45407	38	165	89	134	165	99	109	109	0.764642082	705	71	S1
00077E91A0	13761	1221	9090	8163	13761	7322	7259	46816	72	101	39	17	15	29	51	101	252	4985	159	2409	3214	4985	1355	1994	14116	24	23	5	8	6	10	22	23	0.293650794	74	2744	1062	1719	2744	401	1565	1656	9147	24	20	9	4	3	5	15	20	0.015873016	56	8375		4962	2205	8375	4402	3609	23553	24	58	25	5	6	14	14	58	0.484126984	122	64	S8
00077E8E49	12250	8113	4946	12250	7141	3273	8751	44474	62	89	15	20	29	33	27	89	213	4560	4560	2562	2398	2704	2584	1980	16788	28	28	5	16	11	15	8	28	0.389671362	83	3231	230	571	1780	541	689	3231	7042	18	21	7	1	14	9	10	21	0.291079812	62	8072	3323	1813	8072	3896		3540	20644	16	40	3	3	4	9	9	40	0.319248826	68	72	S5
00077E8E6C	7298	1377	5117	3279	6461	7298	6292	29824	69	100	61	67	45	22	62	100	357	2343	434	288	685	2343	2015	2311	8076	23	38	6	14	24	6	16	38	0.291316527	104	2089	540	287	2089	965	273	638	4792	19	16	1	1	5	4	16	13	0.112044818	40	5010	403	4542	505	3153	5010	3343	16956	27	54	54	52	16	12	30	49	0.596638655	213	83	S2
00077E8E7D	12382	8634	9723	12382	5133	10181	5859	51912	90	99	28	29	49	43	76	99	324	3884	2543	2440	3884	1922	1874	1972	14635	32	35	6	10	12	11	16	35	0.277777778	90	2998	648	2998	907	1270	2199	2696	10718	27	28	10	4	11	15	28	23	0.280864198	91	7591	5443	4285	7591	1941	6108	1191	26559	31	41	12	15	26	17	32	41	0.441358025	143	64	S8
00077E8E87	6288	2262	6288	929	2288	3549	3842	19158	49	54	35	16	6	40	16	54	167	2329	333	2329	856	1195	2035	1227	7975	20	29	8	13	3	29	6	14	0.437125749	73	2145	1264	2145	11	213	875	1280	5788	18	26	26	3	1	5	3	20	0.347305389	58	1335	665		62	880	639	1335	5395	11	20	1	0	2	6	7	20	0.215568862	36	71	S5
00077E8EA7	11630	3775	939	11630	2731	7212	4087	30374	51	55	3	24	22	24	43	55	171	4409	3018	732	3954		4409	1335	13448	15	23	1	5	9	13	23	21	0.421052632	72	1627	557	207	201	1627	985	633	4210	16	19	1	13	1	7	11	19	0.304093567	52	7475	200		7475	1104	1818	2119	12716	20	15	1	6	12	4	9	15	0.274853801	47	66	S2
00077E8EB3	12806	4876	11883	10352	12806	11475	9565	60957	86	104	104	44	50	42	39	101	380	5185	2791	1530	1373	5185	1455	631	12965	25	65	65	18	13	21	9	25	0.397368421	151	2914	400	83	2540	596	701	2914	7234	24	31	15	7	3	10	10	31	0.2	76	10270	1685	10270	6439	7025	9319	6020	40758	37	45	24	19	34	11	20	45	0.402631579	153	68	S4
00077EA9AB																																																																									
00077E8EB9	17612	10082	5762	10210	17612	10626	8403	62695	71	133	128	63	64	126	133	93	607	3634	90	151	2229	1592	3634	1377	11370	19	55	1	16	55	3	11	18	0.171334432	104	2034	845		1068	1656	2034	2033	7636	20	32	2	11	5	4	3	32	0.093904448	57	14364	6850	5611	6913	14364	4958	4993	43689	32	125	125	36	4	119	119	43	0.73476112	446	65	S3
00077E8EBD	14941	7185	14941	13346	7446	11482	13399	67799	83	175	23	73	87	115	79	175	552	6016	1101	6016	1841	930	1274	463	11625	25	35	4	12	16	26	25	35	0.213768116	118	1597		374	411	1545	1597	1008	4935	20	34	0	6	13	9	10	34	0.130434783	72	11928	6084	8551	11094	4971	8611	11928	51239	38	106	19	55	58	80	44	106	0.655797101	362	64	S1
00077E8EC2	15391	5443	4686	6667	15391	9412	9935	51534	61	144	22	7	27	25	144	87	312	4096	4096	410	276	702	675	3856	10015	18	34	3	2	4	13	10	34	0.211538462	66	2990	906	1277	419	2866	2007	2990	10465	19	33	1	3	16	6	21	33	0.256410256	80	11823	441	2999	5972	11823	6730	3089	31054	24	113	18	2	7	6	113	20	0.532051282	166	67	S1
00077E8EC4	12056	1757	4714	5354	5285	12056	2159	31325	61	88	18	42	35	59	88	69	311	3			2	2	3	3	10	4	7	0	0	1	2	7	3	0.041800643	13	1500		130	288	118	1500	548	2584	17	13	0	7	5	13	6	13	0.1414791	44	10553	1757	4584	5064	5165	10553	1608	28731	40	75	18	35	29	44	75	53	0.816720257	254	59	S1
00077E8ECA	16895	16895	10146	12497	8070	11888	7494	66990	78	98	39	78	89	70	76	98	450	2233	327	989	2233	431	2037	1814	7831	19	22	11	3	14	21	11	22	0.182222222	82	7058	7058	6168	3932	4360	2581	2036	26135	28	38	7	15	38	9	37	37	0.317777778	143	9510	9510	2989	6332	3279	7270	3644	33024	31	60	21	60	37	40	28	39	0.5	225	67	S3
00077E8EE7	13062	5958	10576	10855	4888	13062	6620	51959	81	125	14	34	49	59	94	125	375	7871	2704	4638	7871	990	2314	1942	20459	26	35	2	5	20	8	7	35	0.205333333	77	2313	1269	1296	2313	501	2025	1884	9288	28	33	8	7	3	7	20	33	0.208	78	8723	1985	4642	671	3397	8723	2794	22212	27	67	4	22	26	44	67	57	0.586666667	220	59	S3
00077E8EEB	8447	2555	4403	3919	6359	8447	7365	33048	58	96	10	26	8	34	65	96	239	3833	46	774	562	1522	1341	3833	8078	23	44	1	13	3	3	12	44	0.317991632	76	3384	1150	1501	1708	1556	3384	1082	10381	15	30	2	9	3	2	30	24	0.292887029	70	3722	1359	2128	1649	3281	3722	2450	14589	20	29	7	4	2	29	23	28	0.389121339	93	74	S1
00077E8EF0	14742	3221	7168	14742	7701	8711	6671	48214	78	80	44	47	53	38	80	68	330	4431	908	3247	4431	1793	2112	1569	14060	27	22	19	14	17	16	22	22	0.333333333	110	5259	596	1113	2685	5259	1898	1171	12722	25	28	3	11	3	9	28	26	0.242424242	80	7626	1717	2808	7626	649	4701	3931	21432	26	33	22	22	33	13	30	20	0.424242424	140	72	S1
00077E8EFC	12444	4330	12444	7499	10786	5329	8467	48855	84	153	50	75	52	90	86	153	506	3703	3214	1769	1586	2720	3548	3703	16540	27	60	27	17	23	30	22	60	0.353754941	179	1689		1689	1080	647	592	937	4945	23	32	0	4	9	17	10	32	0.14229249	72	8986	1116	8986	4833	7419	1189	3827	27370	34	61	23	54	20	43	54	61	0.503952569	255	68	S2
00077E8F03	8121	6470	8121	7352	6754	7715	6998	43410	82	137	37	39	22	57	77	137	369	2639	2112	2489	1348	1565	2639	2029	13739	29	33	20	6	4	11	30	33	0.281842818	104	2179	592	1833	837	2179	1747	1470	8658	25	37	10	7	3	16	29	37	0.276422764	102	5167	2209	3799	5167	3010	3329	3499	21013	28	67	7	26	15	30	18	67	0.441734417	163	59	S6
00077E8F06	10105	3675	9260	4727	7490	9571	10105	44828	69	102	37	34	33	30	31	102	267	4001	895	1638	330	2701	4001	2536	12101	24	32	1	19	4	6	12	32	0.277153558	74	2472	1609	2215	46	584	799	2472	7725	20	25	2	4	7	14	5	25	0.011235955	57	5407	1171	5407	4351	4205	4771	5097	25002	25	45	34	11	22	10	14	45	0.509363296	136	71	S8
00077E8F08	16246	16246	4483	12078	12858	12315	9307	67287	77	89	21	21	11	59	65	89	266	5907	5907	2551	1257	2396	5567	1439	19117	23	33	3	7	4	11	33	21	0.296992481	79	7724	3256	52	7724	490	3895	3574	18991	22	22	6	2	4	19	12	22	0.244360902	65	9972	7083	1880	3097	9972	2853	4294	29179	32	46	12	12	3	29	20	46	0.458646617	122	74	S1
00077E8F14	14009	7366	7964	10168	14009	11254	5904	56665	74	73	62	32	35	67	43	73	312	4657	417	3222	1211	3062	4657	979	13548	22	18	6	9	16	9	9	18	0.21474359	67	3845	856	3441	372	3845	2519	1848	12881	22	21	4	5	6	19	10	21	0.208333333	65	8585	6093	1301	8585	7102	4078	3077	30236	30	52	52	18	13	39	24	34	0.576923077	180	72	S3
00077E8F21	8607	8607	6002	8399	6795	7899	6769	44471	86	77	43	66	76	34	38	77	334	2210	1715	1613	2210	1155	1755	925	9373	25	24	24	9	18	8	12	19	0.269461078	90	3421	3421	2268	440	279	953	2356	9717	24	22	3	22	4	6	4	11	0.149700599	50	5749	3471	2121	5749	5361	5191	3488	25381	37	54	16	35	54	20	22	47	0.580838323	194	61	S7
00077E8F22	6712	1093	627	4305	4176	6712	5077	21990	61	83	23	8	22	24	60	83	220	1365		36	286	382	1365	919	2988	17	24	0	1	9	6	24	19	0.268181818	59	1636	116	73	1636	243	1269	959	4296	15	25	1	2	3	1	21	25	0.240909091	53	4078	977	518	2383	3551	4078	3199	14706	29	39	22	5	10	17	15	39	0.490909091	108	67	S5
00077E8F2E	13790	13790	12291	3501	9413	11967	10851	61813	93	123	123	72	38	41	112	107	493	7667	5524	7667	1329	5212	2009	2522	24263	28	101	101	46	6	13	32	25	0.452332657	223	5029	5029	351	1472	1248	3157	1752	13009	28	37	6	5	9	17	25	37	0.200811359	99	6801	3237	4273	700	2953	6801	6577	24541	37	55	16	21	23	11	55	45	0.346855984	171	65	S2
00077E8F3D																																																																									
00077E8F60	14638	5386	4023	14638	11053	5960	7450	48510	63	66	21	48	25	38	49	66	247	14120	2288	2049	14120	1560	959	1949	22925	24	26	10	26	22	14	15	22	0.441295547	109	3391	1158	157	518	2655	3391	1953	9832	20	21	3	14	2	12	11	21	0.255060729	63	6838	1940	1817		6838	1610	3548	15753	19	23	8	8	1	12	23	23	0.303643725	75	57	S7
00077E8F67	21703	12157	21703	2313	10218	15840	10547	72778	58	83	11	5	32	28	45	83	204	2912	1431		1025	2912	912	2303	8583	18	23	2	0	5	5	6	23	0.200980392	41	930	815	32	930	557	376	649	3359	13	22	2	1	1	2	5	22	0.161764706	33	21671	9911	21671	358	6749	14552	7595	60836	27	38	7	4	26	21	34	38	0.637254902	130	65	S2
00077E8F6A	11559	4292	8121	7982	9857	11193	11559	53004	66	164	11	12	40	84	75	164	386	3947	2350	3947	1031	2970	1486	1536	13480	20	26	2	4	6	14	9	26	0.158031088	61	2287	42	1150	2287	252	2060	627	6418	21	42	1	2	13	17	24	42	0.256476684	99	9396	1900	3024	4664	6635	7487	9396	33106	25	96	8	6	21	53	42	96	0.585492228	226	73	S6
00077E8F77	12423	8052	2572	11133	12423	11292	7653	53125	77	114	16	29	29	50	62	114	300	4677	2487		2063	4677	4408	1141	14776	18	36	3	5	9	12	24	36	0.296666667	89	4437	308	1574	2106	2132	4437	3176	13733	32	50	2	17	11	23	17	50	0.4	120	6964	5257	998	6964	5614	2447	3336	24616	27	28	11	7	9	15	21	28	0.303333333	91	65	S7
00077E8F8B	13141	5772	11248	12760	13141	12549	11169	66639	64	95	3	19	22	23	36	95	198	2743	2615	822	2743	1410	683	905	9178	19	27	1	3	4	7	5	27	0.237373737	47	2177		1192	283	553	1788	2177	5993	18	20	0	4	9	4	17	20	0.025252525	54	11178	3157	9234	9734	11178	10078	8087	51468	27	48	2	12	9	12	14	48	0.48989899	97	72	S4
00077E8F90	16208	12071	14300	16208	14230	11001	10653	78463	90	209	65	153	36	158	110	209	731	8751	6089	8751	6661	5490	7350	3976	38317	31	127	28	124	19	119	43	127	0.629274966	460	4491	2690	2633	4491	3433	1971	3011	18229	28	43	10	14	10	19	43	38	0.183310534	134	5307	3292	2916	5056	5307	1680	3666	21917	31	44	27	15	7	20	24	44	0.187414501	137	74	S5
00077E8F97	11890	3656	10190	11890	5310	8928	5615	45589	87	225	46	14	80	95	78	225	538	5103	1967	1745	5103	2842	3228	1366	16251	28	50	12	3	27	36	27	50	0.288104089	155	3932	368	1456	3932	604	3054	1151	10565	31	64	24	7	16	38	27	64	0.327137546	176	6989	1321	6989	2855	1864	2646	3098	18773	28	111	10	4	37	21	24	111	0.384758364	207	83	S6
00077E8FA0	13387	1661	5360	7384	6756	13387	5195	39743	55	60	12	21	36	28	48	60	205	2615	1551	980	2615	2287	793	540	8766	17	15	7	8	11	5	15	14	0.292682927	60	2073	87	134	735	2030	2063	2073	7122	20	14	2	9	12	3	14	12	0.253658537	52	9830	23	4246	4034	2439	9830	2582	23855	18	34	3	4	13	20	19	34	0.453658537	93	65	S5
00077E8FA5	16857	16857	13220	11336	10077	10825	8677	70992	65	106	49	15	10	106	92	56	328	12388	12388	10545	8393	6866	2444	1985	42621	26	74	38	4	4	6	74	11	0.417682927	137	2935	403	1649	134	2627	2935	775	8523	17	24	1	2	1	24	4	22	0.164634146	54	5917	4066	1026	2809	584	5446	5917	19848	22	76	10	9	5	76	14	23	0.417682927	137	66	S5
00077E8FA7	14559	14559	4197	6162	13511	14378	7414	60573	80	257	42	30	50	66	121	257	566	4381	1903	1197	75	1501	4381	1397	10454	19	24	14	1	4	7	14	24	0.113074205	64	4924	4924	886	2661	4097	2251	2544	18157	28	72	3	4	7	11	7	72	0.183745583	104	7913	7732	2114	3426	7913	7304	3473	31962	33	161	25	25	39	48	100	161	0.703180212	398	74	S1
00077E8FB1	10112	5804	3437	9311	7920	10112	6602	43186	68	117	32	13	61	117	74	102	399	3637	2661	2078	3637	613	2876	2347	14212	21	40	25	3	28	6	23	40	0.313283208	125	2447		1279	2447	1926	1889	1750	9291	22	67	1	6	9	67	11	31	0.313283208	125	5381	3143	80	3227	5381	5347	2505	19683	25	44	6	4	24	44	40	31	0.373433584	149	82	S6
00077E8FB9	14652	801	6770	7787	14652	5393	3789	39192	57	107	8	12	29	7	54	107	217	3809	41	129	2188	3809	2078	1202	9447	20	23	6	1	10	2	8	23	0.230414747	50	849		640	824	849	704	720	4161	21	25	0	3	9	3	19	25	0.271889401	59	9994	760	6001	4775	9994	2187	1867	25584	16	59	2	8	10	2	27	59	0.497695853	108	59	S2
00077E8FC3	11021	3465	7276	8551	11021	8577	7787	46677	70	128	25	21	19	128	82	116	391	3652	2221	1314	2633	2752	2591	3652	15163	21	41	10	1	9	12	28	41	0.25831202	101	2412	59	1772	2412	166	2236	1170	7815	22	89	10	4	3	89	19	33	0.404092072	158	8103	1185	4190	3506	8103	3750	2965	23699	27	42	5	16	7	27	35	42	0.337595908	132	87	S2
00077E99A7	10065	10065	2259	8835	4165	8137	3388	36849	64	95	43	7	43	46	74	95	308	3158	1437	513	3158	936	1725	694	8463	19	28	12	2	28	8	16	16	0.266233766	82	3550	3550	71	2474	486	2334	360	9275	16	36	7	2	5	27	27	36	0.337662338	104	5078	5078	1675	3203	2743	4078	2334	19111	29	43	24	3	10	11	31	43	0.396103896	122	60	S2
00077E8FCC	9501	3652	3439	6696	7013	9501	4419	34720	54	79	16	22	28	35	41	79	221	3208	529	1554	1092	2621	3208	1239	10243	17	31	2	12	19	16	13	31	0.42081448	93	1147	871	99	614	432	1147	617	3780	15	12	5	2	2	5	9	12	0.158371041	35	5146	2252	1786	4990	3960	5146	2563	20697	22	36	9	8	7	14	19	36	0.42081448	93	65	S5
00077E8FD3	6627	6207	3948	4067	6272	6627	6238	33359	87	108	83	11	74	38	66	108	380	3793	2316	1293	2245	1879	3793	1291	12817	28	38	30	5	28	13	31	38	0.381578947	145	1381	316	1381	588	422	927	673	4307	26	25	5	3	24	5	15	25	0.202631579	77	4274	3575	1274	1234	3971	1907	4274	16235	33	48	48	3	22	20	20	45	0.415789474	158	72	S5
00077E8FDD	13164	10062	12151	9975	7412	13164	10688	63452	87	126	49	95	46	87	95	126	498	5507	833	5507	1760	1095	4225	1304	14724	26	47	19	22	18	42	32	47	0.361445783	180	4913	2235	1147	2666	1099	3163	4913	15223	29	57	3	57	9	14	24	24	0.263052209	131	6994	6994	5497	5549	5218	5776	4471	33505	32	55	27	16	19	31	39	55	0.375502008	187	72	S4
00077E8FDE	16964	9735	12320	16964	12177	13138	9737	74071	80	134	28	27	33	45	110	134	377	5261	288	1379	3235	5261	2417	2372	14952	26	48	4	4	5	12	48	35	0.286472149	108	10583	8976	6301	10583	2981	3626	4193	36660	32	46	23	7	16	28	10	46	0.344827586	130	7095	471	4640	3146	3935	7095	3172	22459	22	53	1	16	12	5	52	53	0.368700265	139	66	S3
00077E8FE4	17857	5291	8854	13206	9808	17857	4373	59680	59	99	10	39	16	27	56	99	247	7623	4368	5428	3747	7172	7623	1690	30028	21	39	5	2	3	15	29	39	0.376518219	93	6582	141	3	6582	2440	4219	1184	14569	15	43	4	1	8	7	8	43	0.287449393	71	6015	782	3423	2877	196	6015	1499	15083	23	36	1	36	5	5	19	17	0.336032389	83	65	S5
00077E8FFA	7817	6115	7464	5875	6831	7817	5288	39390	65	78	21	16	31	22	49	78	217	2668	1652	2467	2668	1611	911	1491	10800	21	19	3	12	13	6	16	19	0.31797235	69	1054	152		71	807	398	1054	2482	16	28	7	0	4	9	7	28	0.253456221	55	6508	4311	4997	3136	4413	6508	2743	26108	28	31	11	4	14	7	26	31	0.428571429	93	72	S1
00077E9006	9017	5255	2730	6432	7353	8699	9017	39486	72	120	28	15	25	49	79	120	316	4873	2302	530	217	1981	1381	4873	11284	21	32	3	6	5	5	32	24	0.237341772	75	3583	489	831	3476	697	3583	1197	10273	26	53	18	6	8	19	27	53	0.012658228	131	4675	2464	1369	2739	4675	3735	2947	17929	25	43	7	3	12	25	20	43	0.348101266	110	75	S3
00077E900D	19762	9031	9191	19762	5933	11893	5546	61356	83	98	54	45	13	46	51	98	307	15256	6530	4566	15256	2319	5629	2354	36654	36	37	9	12	9	15	18	37	0.325732899	100	1425	587	510	1425	1145	533	1098	5298	20	19	17	2	1	11	9	19	0.19218241	59	5731	1914	4115	3081	2469	5731	2094	19404	27	42	28	31	3	20	24	42	0.482084691	148	67	S6
00077E9011	16977	9166	10986	16222	16977	10992	9443	73786	73	97	29	44	38	40	56	97	304	2567	2567	723	1561	1633	2204	1838	10526	22	26	3	3	7	8	17	26	0.210526316	64	4607	4065	2409	2265	4607	1449	1173	15968	24	31	3	30	4	13	14	31	0.3125	95	12396	2534	7854	12396	10737	7339	6432	47292	27	40	23	11	27	19	25	40	0.476973684	145	72	S2
00077E9019	8746	3887	3235	8746	6640	4579	5374	32461	61	59	39	26	30	26	45	59	225	5454	399	261	5454	4461	2537	3574	16686	33	35	35	21	15	21	25	23	0.622222222	140	1382	90	621	33	1382		276	2402	11	18	2	3	1	2	11	18	0.164444444	37	3398	3398	2353	3259	797	2042	1524	13373	17	18	2	2	14	3	9	18	0.213333333	48	62	S5
00077E9021	8878	700	3838	4130	6797	8878	5657	30000	46	93	10	4	3	32	54	93	196	2946			577	2946	711	479	4713	9	23	0	0	1	3	4	23	0.158163265	31	1632		119		1172	1632	764	3687	12	26	0	1	0	6	4	26	0.18877551	37	6535	700	3719	3553	2679	6535	4414	21600	25	46	10	3	2	23	46	44	0.653061224	128	68	S5
00077E9023	11559	3017	2808	11559	7370	7055	8029	39838	54	95	15	7	10	44	31	95	202	2291		39	2291	2092	1297	720	6439	12	16	0	2	3	5	8	16	0.168316832	34	3816	227	254	1185	2761	3816	271	8514	16	15	2	3	2	4	15	13	0.024752475	39	8083	2790	2515	8083	2517	1942	7038	24885	26	66	13	2	5	35	8	66	0.638613861	129	72	S4
00077E902F	11022	6311	4933	11022	6489	7028	6064	41847	78	87	51	27	49	51	64	87	329	5105	5105	1724	4100	3831	3468	2195	20423	34	26	20	18	13	7	17	26	0.306990881	101	1834	746	489	1773	1147	747	1834	6802	25	17	3	6	8	13	14	17	0.185410334	61	5083	460	2720	5083	1511	2813	2035	14622	19	44	28	3	28	31	33	44	0.507598784	167	71	S8
00077E9042	13463	7167	13463	7044	11444	8989	6503	54610	97	110	44	82	76	56	81	110	449	6041	6041	2464	3064	1214	3345	1077	17205	37	30	14	14	23	16	14	30	0.247216036	111	1501	679	928	1197	1501	608	1454	6367	23	28	4	17	11	16	18	28	0.20935412	94	10071	447	10071	2783	8729	5036	3972	31038	37	52	26	51	42	24	49	52	0.543429844	244	66	S6
00077E904C	5921	5921	3083	3510	5195	5395	5201	28305	62	92	18	40	21	92	78	69	318	1533		629	422	1403	1376	1533	5363	21	45	0	5	4	45	8	23	0.267295597	85	2514	196	497	368	1552	679	2514	5806	19	43	14	2	2	43	10	19	0.283018868	90	5725	5725	1957	2720	2240	3340	1154	17136	22	60	4	33	15	4	60	27	0.449685535	143	87	S4
00077E9056	14483	5482	14483	12566	2787	6146	4672	46136	71	95	8	18	61	52	57	95	291	3023	795	3023	2731	1932	1452	805	10738	19	41	2	3	41	39	16	27	0.439862543	128	4638	1761	4638	1248	463	2303	1527	11940	27	38	3	3	5	3	14	38	0.226804124	66	8587	2926	6822	8587	392	2391	2340	23458	25	30	3	12	15	10	27	30	0.333333333	97	65	S2
00077E905E	16418	8817	14839	16418	11875	10257	6656	68862	65	136	17	23	45	66	92	136	379	7156	865	7156	3564	3452	4251	2332	21620	15	42	1	2	20	24	14	42	0.27176781	103	2765	2577	611	353	2765	1026	2537	9869	23	64	7	4	2	8	30	64	0.303430079	115	12501	5375	7072	12501	5658	4980	1787	37373	27	48	9	17	23	34	48	30	0.424802111	161	73	S3
00077E9062	6765		64	4346	3380	3699	6765	18259	34	119	0	5	25	5	65	119	219	3632			3632	63	789	3026	7510	12	39	0	0	2	2	39	26	0.315068493	69	1899		64	271	339	1899	841	3414	12	19	0	5	2	1	19	15	0.00913242	42	2978			443	2978	1011	2898	7335	10	78	0	0	21	2	7	78	0.493150685	108	66	S2
00077E9072	11841	2794	11841	6059	6260	11615	8786	47355	73	94	14	33	47	63	64	94	315	5345	900	5345	88	4014	2070	3366	15783	27	36	2	4	1	36	9	13	0.206349206	65	3567	167	84	1239	880	3567	1459	7396	15	21	7	13	1	19	5	21	0.015873016	66	6412	1727	6412	4732	1366	5978	3961	24176	31	60	5	16	45	8	50	60	0.584126984	184	67	S5
00077E9074	6763	4407	4656	3583	5842	6763	2645	27896	64	112	27	23	44	54	62	112	322	3277	2802	839	1001	857	3277	1261	10037	26	40	12	9	10	7	20	40	0.304347826	98	1888		276	1245	1888	388	1070	4867	17	31	7	3	4	12	14	31	0.220496894	71	3541	1605	3541	1337	3097	3098	314	12992	21	41	8	11	30	35	28	41	0.47515528	153	68	S2
00077E9081	25080	25080	15038	15082	8641	16758	9303	89902	98	108	46	82	77	95	82	108	490	11049	8429	4951	11049	3105	4788	2568	34890	30	47	15	32	40	33	21	47	0.383673469	188	10369	10369	105	1052	1728	4203	2140	19597	31	32	15	15	11	22	32	25	0.244897959	120	9982	6282	9982	2981	3808	7767	4595	35415	37	40	16	35	26	40	29	36	0.371428571	182	71	S6
00077E909F	12181	1389	9608	12181	3178	9599	5876	41831	58	137	10	30	46	67	97	137	387	5266	516	998	2925	277	5266	664	10646	19	32	2	3	3	12	11	32	0.162790698	63	5339	871	5339	399	2633	2274	3028	14544	20	37	5	9	35	29	37	24	0.359173127	139	8857	2	3271	8857	268	2059	2184	16641	19	81	3	18	8	26	49	81	0.478036176	185	65	S2
00077E90A3	20074	19314	20074	16302	16099	15942	13000	100731	83	201	11	65	65	71	76	201	489	5099	1349	1952	5099	2563	760	2079	13802	28	21	2	7	8	20	21	14	0.147239264	72	2980	2885	2641	419	1738	2980	1560	12223	20	12	2	6	9	3	6	12	0.077709611	38	15481	15080	15481	10784	11798	11507	9361	74706	35	175	7	52	48	48	49	175	0.775051125	379	82	S4
00077E90B3	16921	11345	12526	16921	11152	8130	6036	66110	90	155	59	88	63	70	155	104	539	9893	7233	9893	6228	4433	5594	2697	36078	37	49	33	37	47	29	49	23	0.40445269	218	1301	7	481	1301	1282	87	252	3410	16	41	4	2	2	6	41	12	0.124304267	67	9392	4105	2152	9392	5437	2449	3087	26622	37	69	22	49	14	35	65	69	0.471243043	254	82	S5
00077E90D4	18135	18135	11605	12417	9203	8965	8034	68359	108	253	164	94	253	180	82	105	878	10561	10561	3448	3437	2657	4380	1501	25984	34	68	68	24	62	53	18	32	0.292710706	257	6925	4600	2203	6925	2239	1948	1484	19399	33	60	60	12	37	31	42	25	0.235763098	207	5954	2974	5954	2055	4307	2637	5049	22976	41	154	36	58	154	96	22	48	0.471526196	414	68	S4
00077E90D6	4590			2648	2756	4590	1387	11381	18	46	0	0	2	15	10	46	73	1062				178	598	1062	1838	6	11	0	0	0	6	2	11	0.260273973	19	1271				340	1271	325	1936	4	17	0	0	0	1	2	17	0.02739726	20	2721			2648	2238	2721		7607	8	18	0	0	2	8	6	18	0.465753425	34	69	S7
00077E90DD	16292	16292	12525	7873	5094	10031	4654	56469	83	123	49	52	50	98	75	123	447	6883	2694	6883	719	1822	1377	2548	16043	31	28	21	13	13	11	20	28	0.237136465	106	3807	2496	3807	2180	1073	3208	1068	13832	29	49	19	17	28	49	16	30	0.355704698	159	7387	7387	1835	4974	2199	5446	1038	26594	23	65	9	22	9	38	39	65	0.407158837	182	65	S1
00077E90FA	14871	1034	11573	9602	8126	14871	8795	54001	73	85	2	9	27	58	82	85	263	3004	590	740	3004	1084	2682	1690	9790	23	16	1	4	4	4	16	15	0.16730038	44	3342		3342	1018	1599	648	1987	8594	26	16	0	3	11	7	14	16	0.19391635	51	11541	444	7491	5580	5443	11541	5118	35617	24	54	1	2	12	47	52	54	0.63878327	168	64	S4
00077E90FF	7444	1630	307	4748	5579	6335	7444	27573	56	108	5	11	12	17	103	108	256	2826			2480	2826	1747	2469	9578	20	29	1	1	2	5	19	29	0.22265625	57	2957	1507		257	1331	2571	2957	8623	16	43	3	0	1	3	43	37	0.33984375	87	2018	67	307	2011	1422	801	2018	9372	20	42	1	10	9	9	41	42	0.4375	112	65	S8
00077E9117	13302	7882	9558	6396	13302	6536	5625	49299	84	118	67	57	60	118	59	71	432	5172	2876	4653	1864	5172	3845	2141	20551	30	36	36	28	5	30	33	36	0.388888889	168	3369	2568	2722	2879	3369	1472	1143	14153	29	17	14	14	15	8	11	17	0.18287037	79	4761	2438	2183	1653	4761	1219	2341	14595	25	80	17	15	40	80	15	18	0.428240741	185	82	S7
