rfid	soc_totalti_max	soc_totalti_16_5	soc_totalti_13_5	soc_totalti_10_5	soc_totalti_7_5	soc_totalti_4_5	soc_totalti_1_5	soc_totalti	soc_totalrf	soc_totalrs_max	soc_totalrs_16_5	soc_totalrs_13_5	soc_totalrs_10_5	soc_totalrs_7_5	soc_totalrs_4_5	soc_totalrs_1_5	soc_totalrs	soc_opconti_max	soc_opconti_16_5	soc_opconti_13_5	soc_opconti_10_5	soc_opconti_7_5	soc_opconti_4_5	soc_opconti_1_5	soc_opconti	soc_opconrf	soc_opconrs_max	soc_opconrs_16_5	soc_opconrs_13_5	soc_opconrs_10_5	soc_opconrs_7_5	soc_opconrs_4_5	soc_opconrs_1_5	soc_opconrfq	soc_opconrs	soc_midconti_max	soc_midconti_16_5	soc_midconti_13_5	soc_midconti_10_5	soc_midconti_7_5	soc_midconti_4_5	soc_midconti_1_5	soc_midconti	soc_midconrf	soc_midconrs_max	soc_midconrs_16_5	soc_midconrs_13_5	soc_midconrs_10_5	soc_midconrs_7_5	soc_midconrs_4_5	soc_midconrs_1_5	soc_midconrfq	soc_midconrs	soc_socialti_max	soc_socialti_16_5	soc_socialti_13_5	soc_socialti_10_5	soc_socialti_7_5	soc_socialti_4_5	soc_socialti_1_5	soc_socialti	soc_socialrf	soc_socialrs_max	soc_socialrs_16_5	soc_socialrs_13_5	soc_socialrs_10_5	soc_socialrs_7_5	soc_socialrs_4_5	soc_socialrs_1_5	soc_socialrfq	soc_socialrs	soc_age	soc_box_id
CC1DCD19D3	7431	5881	7431	6069	7354	3842	6679	37256	60	80	10	14	20	80	38	51	213	2343	843	131	1568	1502	1479	2343	7866	16	67	5	1	7	67	16	13	0.511737089	109	1593	158	988	634	583	175	1593	4131	16	19	2	1	1	4	11	19	0.178403756	38	6312	4880	6312	3867	5269	2188	2743	25259	28	19	3	12	12	9	11	19	0.309859155	66	94	S3
CC1DCD19FF	7672	440	94	5973	1319	7672	7185	25695	39	62	1	6	4	5	22	62	100	2483			2483	68	1402	2289	6242	12	10	0	0	2	1	4	10	0.17	17	1668				1251	1668	567	3486	12	16	0	0	0	3	7	16	0.26	26	4602	440	94	3490		4602	4329	15967	15	36	1	6	2	1	11	36	0.57	57	95	S3
CC1DCD19AC	8697	4960	6373	8697	6994	5444	3849	36317	67	91	18	24	27	21	23	91	204	3405	3405	1864	899	1479	1825	1389	10861	22	15	8	15	6	5	6	15	0.269607843	55	2760	713	2760	1254	1018	429	811	6985	21	13	5	2	5	9	7	13	0.019607843	41	6544	842	1749	6544	4497	3190	1649	18471	24	63	5	7	16	7	10	63	0.529411765	108	95	S4
CC1DCD19AF	11231	2046	11231	5835	6127	4067	4764	34070	60	61	7	22	15	41	40	61	186	4052	404	4052	3554	3348	1626	1440	14424	21	30	3	8	5	16	18	30	0.430107527	80	2654	1593	1304	1464	2654	1096	703	9488	17	14	2	3	4	12	4	14	0.209677419	39	5201	49	5201	817	125	1345	2621	10158	22	18	2	11	6	13	18	17	0.360215054	67	93	S4
CC1DCD19F6	12948	2949	10156	9963	12264	12948	5366	53646	71	63	21	18	24	33	32	63	191	6087	421	2713	3961	6087	4457	1765	19404	25	17	17	10	5	13	10	12	0.35078534	67	2809	696	164	2809	891	2154	1074	8722	23	10	2	4	10	5	4	8	0.172774869	33	7279	1832	7279	3193	5286	5403	2527	25520	23	43	2	4	9	15	18	43	0.476439791	91	92	S5
CC1DCD19E3	9636	7038	9636	5264	7532	6608	6742	42820	88	106	26	33	15	41	42	106	263	5626	2436	3491	984	5626	2547	1567	16651	28	32	8	16	9	17	16	32	0.372623574	98	1239	1239	486	122	774	693	1038	4352	28	26	4	4	1	5	7	26	0.178707224	47	5659	3363	5659	4158	1132	3368	4137	21817	32	48	14	13	5	19	19	48	0.448669202	118	95	S5
CC1DCD19B8	11613	7949	8618	11613	7280	8513	6483	50456	66	127	36	39	40	30	111	127	383	6998	5389	3497	6998	851	2805	2951	24545	29	36	20	18	27	16	18	36	0.352480418	135	2300		1143	928	2261	2300	1365	7997	17	31	11	11	5	10	12	31	0.208877285	80	4168	2560	3978	3687	4168	1354	2167	17914	20	81	5	10	8	4	81	60	0.438642298	168	90	S6
CC1DCD19C8	14071	11752	7059	14071	4150	12701	6457	56190	60	87	17	15	29	56	81	87	285	6380	3575	6163	3889		6380	1966	21973	20	41	4	6	9	7	39	41	0.371929825	106	1378	399	47	907	470	909	1378	4110	17	19	2	1	5	4	13	19	0.154385965	44	9275	7778	849	9275	3680	5412	3113	30107	23	45	11	8	15	45	29	27	0.473684211	135	91	S6
CC1DCD19F0	11987	5095	8400	2051	11987	5675	3595	36803	63	63	19	48	16	24	38	63	208	3862	3309	1812	1919	805	3862	2405	14340	20	21	13	7	7	3	18	21	0.331730769	69	5730	34	1902	98	5730	759	923	9446	20	16	1	5	3	14	7	16	0.221153846	46	5452	1752	4686	34	5452	826	267	13017	23	36	5	36	6	7	13	26	0.447115385	93	91	S7
CC1DCD19B6	5327	104	3699	3974	4397	4376	5327	24057	32	54	5	3	5	6	9	54	82	1922			100	546	1922	704	3272	8	18	0	0	1	2	2	18	0.280487805	23	1684	52		1684	254		1012	3002	6	11	1	0	2	1	0	11	0.182926829	15	3699	52	3699	2190	3597	2454	3611	17783	18	25	4	3	2	3	7	25	0.536585366	44	93	S7
CC1DCD1A51	9630	3772	9630	1959	9051	5308	6426	36146	71	97	31	29	21	46	77	97	301	5778	1171	3837	749	5778	2950	2793	17278	28	28	7	8	3	12	28	25	0.275747508	83	5581	478	5581	733	910	1950	1622	11274	17	33	2	3	10	13	20	33	0.26910299	81	2363	2123	212	477	2363	408	2011	7594	26	39	22	18	8	21	29	39	0.455149502	137	89	S8
CC1DCD19CE	13938	6703	5732	13938	7270	9787	9168	52598	69	127	22	33	29	11	65	127	287	5994	813	3326	5994	3613	3014	2750	19510	23	40	9	21	5	6	15	40	0.334494774	96	3881	92	98	3391	995	3881	1998	10455	21	48	1	1	17	2	36	48	0.365853659	105	5798	5798	2308	4553	2662	2892	4420	22633	25	39	12	11	7	3	14	39	0.299651568	86	92	S8
CC1DCD1A3A	10353	10353	5656	2990	9466	7785	6512	42762	50	105	34	4	12	105	53	91	299	5645	2388			5645	1112	1930	11075	14	24	3	0	0	8	6	24	0.137123746	41	2499	1112	1050	1807	1462	1088	2499	9018	16	28	2	1	10	9	24	28	0.247491639	74	6853	6853	4606	1183	2359	5585	2083	22669	20	88	29	3	2	88	23	39	0.615384615	184	89	S1
CC1DCD19B7	8844	4695	2571	5048	8844	5669	3369	30196	57	77	10	24	15	52	62	77	240	5617	492	271	513	5617	1808	1180	11976	17	19	2	11	1	19	18	14	0.270833333	65	2123		646	1223	2123	246	1247	5485	19	12	0	10	4	12	6	11	0.179166667	43	3615	2108	1654	3312	1104	3615	942	12735	21	52	8	3	10	21	38	52	0.55	132	93	S1
CC1DCD1A60	11872	8520	9177	11738	9243	11872	9885	60435	71	97	22	40	13	41	95	97	308	4552	969	2592	2309	4394	4250	4552	19066	24	37	13	3	5	8	26	37	0.298701299	92	3198	787	1929	1662	962	3198	1624	10162	22	35	5	4	3	10	35	31	0.285714286	88	7767	6764	4656	7767	3887	4424	3709	31207	25	34	4	33	5	23	34	29	0.415584416	128	89	S2
CC1DCD19FC	25452	12442	25452	16157	10496	11058	8513	84118	72	130	42	11	34	42	44	130	303	18751	775	18751	3818	1886	3015	4344	32589	21	32	28	9	16	11	8	32	0.343234323	104	2471	1679		2471	2124	2202	855	9331	23	20	10	0	9	20	10	20	0.227722772	69	9988	9988	6701	9868	6486	5841	3314	42198	28	78	4	2	9	11	26	78	0.429042904	130	92	S2
CC1DCD1A04	9191	2440	7190	5973	9191	4649	2993	32436	61	65	30	25	59	20	23	65	222	2149	768	654	311	2149	947	231	5060	16	22	2	2	18	8	4	22	0.252252252	56	1715	1637	1078	1715	1317	990	290	7027	19	21	2	21	7	7	7	16	0.27027027	60	5725	35	5458	3947	5725	2712	2472	20349	26	34	26	2	34	5	12	27	0.477477477	106	89	S3
CC1DCD1A32	11736	9168	4259	5368	11736	7174	5629	43334	77	111	47	63	111	96	93	80	490	5667	3471	260	2318	5667	1728	2009	15453	30	81	4	24	35	81	31	28	0.414285714	203	1727	108	1727	453	255	1093	831	4467	20	18	2	15	14	4	13	18	0.134693878	66	5814	5589	2272	2597	5814	4353	2789	23414	27	62	41	24	62	11	49	34	0.451020408	221	90	S3
CC1DCD1A48	4140		2279	3394	2541	1828	4140	14182	29	27	1	3	4	13	20	27	68	2511		551	2511	37	396	2100	5595	11	7	0	1	2	1	3	7	0.205882353	14	1354		304	458	1054	998	1354	4168	10	11	0	1	1	3	5	11	0.308823529	21	1450		1424		1450	434	686	4419	8	12	1	1	1	9	12	9	0.485294118	33	89	S4
CC1DCD19DA	16210	12086	16210	6047	15591	10992	8604	69530	76	85	31	37	26	27	85	79	285	8545	8545	2628	2438	2092	2732	3701	22136	24	14	6	4	13	7	13	14	0.2	57	6890	1448	6890	396	452	3001	1479	13666	21	14	6	7	3	3	8	14	0.143859649	41	13047	2093	6692	3213	13047	5259	3424	33728	31	64	19	26	10	17	64	51	0.656140351	187	92	S4
CC1DCD1A37	6882	6882	6683	3862	4142	6460	4921	32950	75	64	28	32	33	38	64	39	234	2926	1603	2926	1086	2274	2632	1024	11545	24	27	12	14	7	15	27	9	0.358974359	84	1317	1298	1016	448	336	1317	484	4899	21	24	5	14	8	3	24	8	0.264957265	62	3981	3981	2741	2328	1532	2511	3413	16506	30	22	11	4	18	20	13	22	0.376068376	88	88	S5
CC1DCD1A09	14197	9719	14197	6967	13065	8315	6939	59202	91	65	24	31	46	65	60	56	282	6246	4994	5523	2529	6246	3597	2932	25821	33	27	5	10	19	27	25	17	0.365248227	103	3114	1555	3114	532	2666	963	892	9722	25	18	9	7	1	9	18	16	0.017730496	60	5560	3170	5560	3906	4153	3755	3115	23659	33	29	10	14	26	29	17	23	0.421985816	119	90	S5
CC1DCD1A10	6280	1189	4889	6280	3750	5481	2112	23701	55	98	7	19	25	14	36	98	199	4829		52	4829	1060	588	477	7006	14	52	0	4	9	5	15	52	0.427135678	85	1092	537	618	207	900	1092	113	3467	15	22	1	3	5	3	13	22	0.236180905	47	4219	652	4219	1244	1790	3801	1522	13228	26	24	6	12	11	6	8	24	0.336683417	67	87	S6
CC1DCD19A5	10949	9545	10688	10292	10949	6197	6269	53940	73	118	46	38	88	35	118	78	403	7319	7319	4931	3563	5801	2547	3335	27496	34	32	31	17	32	21	29	31	0.399503722	161	3278	29	3278	1045	279	985	532	6191	16	61	2	6	7	4	61	14	0.23325062	94	5684	2154	2479	5684	4869	2665	2402	20253	23	49	13	15	49	10	28	33	0.367245658	148	91	S6
CC1DCD1A22	9785	5834	9785	6097	3003	3994	3090	31803	51	63	19	17	34	47	19	63	199	1532	360	554	481	1532	1034	744	4705	15	13	2	2	2	3	7	13	0.145728643	29	3647		3647	1579		1035	563	6824	14	20	0	9	2	0	4	20	0.175879397	35	5584	5474	5584	4037	1471	1925	1783	20274	22	44	17	6	30	44	8	30	0.67839196	135	87	S7
CC1DCD19B5	10630	5196	4126	6305	10630	9314	8000	43571	63	99	15	4	14	35	35	99	202	5932	2468	211	792	4238	5932	2425	16066	23	32	10	1	6	10	19	32	0.386138614	78	3949	1310	3727	2370	2741	2189	3949	16286	19	35	4	1	4	9	8	35	0.301980198	61	3651	1418	188	3143	3651	1193	1626	11219	21	32	1	2	4	16	8	32	0.311881188	63	91	S7
CC1DCD1A47	12270	6762	5615	6481	10370	12270	6710	48208	83	93	69	18	65	69	93	80	394	3954	394	636	118	3527	3954	2592	11221	27	29	11	5	15	11	13	29	0.21319797	84	2270	1732	1087	1975	1470	2270	375	8909	17	37	4	3	1	21	37	18	0.21319797	84	6046	4636	3892	4388	5373	6046	3743	28078	39	54	54	10	49	37	43	33	0.573604061	226	87	S8
CC1DCD1A41	10552	3598	6803	8864	4148	10552	4215	38180	43	72	9	11	6	7	72	48	153	3209			2665	1399	3209	1130	8403	15	16	0	1	4	2	13	16	0.235294118	36	2456		138		650	2456	1338	4582	11	13	0	1	0	1	10	13	0.163398693	25	6665	3598	6665	6199	2099	4887	1747	25195	17	49	9	9	2	4	49	19	0.60130719	92	88	S8
CC1DCD1A2A	11948	2452	3307	11948	4932	4006	3937	30582	52	70	7	26	38	32	39	70	212	1543	1543	479	1426	1031	788	472	5739	15	13	2	2	13	4	13	9	0.202830189	43	1813	632	111	1813	1315	579	510	4960	17	17	1	1	3	2	3	17	0.127358491	27	8709	277	2717	8709	2586	2639	2955	19883	20	44	4	23	22	26	23	44	0.669811321	142	85	S1
CC1DCD1A1E	14860	9925	14860	8463	8675	9512	5819	57254	88	119	45	64	32	60	110	119	430	6716	1060	6716	2457	3201	4377	1830	19641	35	45	22	28	5	9	45	26	0.313953488	135	3811	2075	3811	2265	1298	1478	1310	12237	22	53	18	11	6	41	40	53	0.006976744	169	6790	6790	4333	3741	4176	3657	2679	25376	31	40	5	25	21	10	25	40	0.293023256	126	89	S1
CC1DCD1A1D	10603	2291	10603	4580	7286	4068	5874	34702	59	77	4	48	22	77	22	70	243	2639		2639	434	2221	1271	1799	8364	17	20	0	6	2	3	4	20	0.144032922	35	2920	372	2541	2920	554	886	2747	10020	16	31	2	7	4	2	6	31	0.012345679	52	5423	1919	5423	1226	4511	1911	1328	16318	26	72	2	35	16	72	12	19	0.641975309	156	85	S2
CC1DCD1A2C	16155	2249	5390	16155	5580	9348	6874	45596	71	89	2	24	25	20	58	89	218	5666		2150	5666	1573	1505	2818	13712	21	35	0	6	8	6	29	35	0.385321101	84	2702		446	1308	738	2702	975	6169	21	17	1	2	12	4	10	17	0.211009174	46	9181	2249	2794	9181	3269	5141	3081	25715	29	37	1	16	5	10	19	37	0.403669725	88	88	S2
CC1DCD1A26	9907	7877	9907	5598	6027	9183	7458	46050	63	103	80	22	26	59	44	103	334	1907	1430	1549	1021	1907	1820	1329	9056	21	27	4	3	4	11	8	27	0.170658683	57	3674	3301	2096	1407	3674	2419	2311	15208	18	31	31	15	6	30	15	15	0.335329341	112	6262	3146	6262	3170	446	4944	3818	21786	24	61	45	4	16	18	21	61	0.494011976	165	86	S3
CC1DCD1A3E	10476	9041	10476	9948	5863	4690	4928	44946	72	139	28	37	16	116	139	72	408	6900	6900	4249	3333	2099	1436	1637	19654	25	25	12	4	5	25	14	14	0.181372549	74	2221	622	655	2221	1299	1973	1140	7910	19	23	1	2	4	12	6	23	0.117647059	48	5572	1519	5572	4394	2465	1281	2151	17382	28	119	15	31	7	79	119	35	0.700980392	286	88	S3
CC1DCD1A29	12816	9887	6468	12816	6289	7935	5157	48552	65	72	66	17	12	21	57	72	245	3595	3511	2245	3595	2217	3499		15067	29	16	15	7	5	6	16	16	0.265306122	65	1593	924	993	264	1519	1593	325	5618	14	16	2	4	4	8	7	16	0.167346939	41	8957	5452	3230	8957	2553	2843	4832	27867	22	49	49	6	3	7	34	40	0.567346939	139	88	S4
CC1DCD1A05	10708	10708	5173	8563	4723	7360	3202	39729	63	57	11	52	23	24	28	57	195	5150	2385	1189	5150	2093	1179	770	12766	16	21	3	21	10	6	9	10	0.302564103	59	2669	183	871	711	781	2669	553	5768	21	17	2	5	4	5	7	17	0.205128205	40	5310	5310	3113	2702	1849	3512	1879	21195	26	30	6	26	9	13	12	30	0.492307692	96	89	S4
CC1DCD1A0C	10983	4414	9299	10983	6619	9606	3383	44304	72	80	17	40	24	53	80	65	279	3732	1359	2087	2058	2898	3732	935	13069	29	12	5	8	8	12	8	12	0.189964158	53	1884		1342	1884	386	1151	468	5231	18	15	0	5	6	15	6	14	0.164874552	46	7041	3055	5870	7041	3335	4723	1980	26004	25	66	12	27	10	26	66	39	0.64516129	180	85	S5
CC1DCD1A5F	7066	2667	3302	213	7066	5115	5484	23847	73	81	21	9	15	45	57	81	228	2563	798	535	38	2563	449	848	5231	24	28	5	3	6	10	20	28	0.315789474	72	802	13	33	58	321	802	629	1856	18	18	1	1	1	10	6	18	0.162280702	37	4182	1856	1738	117	4182	3864	4007	16760	31	35	15	5	8	25	31	35	0.521929825	119	88	S5
CC1DCD1A21	8642	1517	3842	2633	6889	8642	7985	31508	61	66	10	7	14	25	66	66	188	4314		2311	1292	4314	770	4294	12981	21	24	1	2	2	6	20	24	0.292553191	55	3122	364	561	329	605	3122	615	5596	17	18	1	1	3	7	17	18	0.25	47	4750	1153	970	1012	1970	4750	3076	12931	23	29	8	4	9	12	29	24	0.457446809	86	85	S6
CC1DCD1A3D	16329	6149	6810	11533	12541	16329	5321	58683	69	82	19	14	17	28	41	82	201	4443	1295	942	3108	4443	236	1400	11424	18	23	2	2	4	8	10	23	0.243781095	49	1300	756	1085	130	1217	1300	809	5297	18	23	3	5	2	4	3	23	0.199004975	40	14793	4098	4783	8295	6881	14793	3112	41962	33	36	14	7	11	16	28	36	0.55721393	112	86	S6
CC1DCD1A62	12674	4183	12153	10350	12674	7266	8482	55108	70	89	28	21	49	27	63	89	277	5212	1907	4407	1644	5212	1546	3471	18187	26	25	15	12	9	5	19	25	0.306859206	85	6422	480	6422	4099	1117	2098	3075	17468	25	33	2	4	4	10	7	33	0.216606498	60	6345	1796	1324	4607	6345	3445	1936	19453	19	37	11	5	36	12	37	31	0.476534296	132	83	S7
CC1DCD1A39	8960	6335	8960	5252	7296	5697	3737	37277	98	87	41	39	34	49	67	87	317	3625	3625	654	916	3325	351	902	9773	26	26	10	11	14	18	15	26	0.296529968	94	2542	225	2213	956	1891	2542	570	8397	33	23	5	12	8	13	23	23	0.264984227	84	6093	2485	6093	3380	2080	2804	2265	19107	39	38	26	16	12	18	29	38	0.438485804	139	84	S7
CC1DCD1A5A	7817	3501	6297	7817	7071	5954	4484	35124	83	65	20	42	60	47	57	65	291	4277	1632	1346	4277	2007	3321	2198	14781	33	23	2	4	16	10	15	23	0.240549828	70	1136	399	487	1136	393	1014	371	3800	26	22	4	5	10	11	19	22	0.243986254	71	4671	1470	4464	2404	4671	1619	1915	16543	24	34	14	33	34	26	23	20	0.515463918	150	84	S8
CC1DCD1A2B	2575	1393	568	433	2575	1949	2259	9177	56	81	20	10	8	43	50	81	212	1138	124	29	337	297	1138	534	2459	19	22	4	4	2	9	19	22	0.283018868	60	1167	1167		11	519	342	618	2657	14	19	8	1	2	6	8	19	0.004716981	44	1759	102	539	85	1759	469	1107	4061	23	40	8	5	4	28	23	40	0.509433962	108	86	S8
CC1DCD1A63	10111	10111	3558	8079	6208	7103	4569	39628	64	87	57	9	87	72	62	64	351	5317	4277	431	5317	1609	3019	2321	16974	24	26	6	4	10	3	26	23	0.205128205	72	1776	1416	1322		168	1776	1142	5824	19	18	5	2	0	13	18	13	0.145299145	51	4431	4418	1805	2762	4431	2308	1106	16830	21	77	46	3	77	56	18	28	0.64957265	228	83	S1
CC1DCD1A1C	13164	13164	10093	12308	4981	6291	4351	51188	80	112	22	36	53	43	62	112	328	5859	2029	5859	3396	2671	1253	1030	16238	24	35	6	20	25	23	17	35	0.384146341	126	4652	2592	1148	4652	514	1687	1240	11833	27	18	4	4	10	6	15	18	0.009146341	57	8543	8543	3086	4260	1796	3351	2081	23117	29	59	12	12	18	14	30	59	0.442073171	145	85	S1
CC1DCD1A35																																																																								87	
CC1DCD19C7	17084	12125	16182	12479	11456	17084	10492	79818	57	100	35	45	38	31	48	100	297	6909	487	1930		1941	6909	2345	13612	17	20	1	9	0	10	11	20	0.171717172	51	5243	5243		1028	667	2356	616	9910	15	23	19	1	6	7	23	16	0.242424242	72	14252	6395	14252	11451	8848	7819	7531	56296	25	64	15	35	32	14	14	64	0.585858586	174	94	S3
CC1DCD1A00	25351	14013	25351	16771	20586	13905	10524	101150	71	76	10	18	22	33	28	76	187	6481	1275	5158	6260	1627	6481	4095	24896	25	31	4	1	4	12	11	31	0.336898396	63	3575	224	3211	3040	1179	1186	3575	12415	19	25	2	5	4	14	4	25	0.288770053	54	17780	12514	16982	7471	17780	6238	2854	63839	27	20	4	12	14	7	13	20	0.374331551	70	95	S3
CC1DCD19C9	7890	230	3311	7607	4157	7890	7158	30353	61	115	5	17	29	42	56	115	264	3098		839	3098	1986	2174	874	8971	19	38	1	5	5	25	13	38	0.329545455	87	2851		2073	1413	1499	2405	2851	10241	19	38	0	2	15	4	26	38	0.321969697	85	3433	230	399	3096	672	3311	3433	11141	23	39	4	10	9	13	17	39	0.348484848	92	92	S4
CC1DCD19F3	14574	8115	14574	7374	12553	11739	8267	62622	55	77	7	24	7	23	44	77	182	7472	7472	4624	444	4113	1178	3259	21090	22	30	3	10	1	7	8	30	0.324175824	59	3937			614	3778	3937	1636	9965	12	21	1	0	2	10	21	18	0.016483516	52	9950	643	9950	6316	4662	6624	3372	31567	21	29	3	14	4	6	15	29	0.39010989	71	95	S4
CC1DCD1A03	20576	11189	10866	14787	20576	18522	11920	87860	50	78	4	14	37	31	59	78	223	13932	7899	7603	13932	8037	8726	3994	50191	22	28	2	6	16	26	14	28	0.412556054	92	1702	706	494	855	955	1702	1015	5727	12	28	1	5	2	2	11	28	0.219730942	49	11584	2584	2769		11584	8094	6911	31942	16	34	1	3	19	3	34	22	0.367713004	82	94	S5
CC1DCD19A7	12949	5525	10363	12949	12326	5519	8385	55067	73	130	58	33	32	26	64	130	343	7330	3299	6141	3862	7330	3386	1509	25527	24	33	33	16	9	11	26	30	0.364431487	125	3477	1699	832	3477	2156	1883	822	10869	22	25	9	3	5	8	18	25	0.198250729	68	6054	527	3390	5610	2840	250	6054	18671	27	75	16	14	18	7	20	75	0.437317784	150	93	S5
CC1DCD19C0	16449	8632	11743	4340	16449	14906	10035	66105	69	104	12	17	39	30	61	104	263	3809	2205	2638	821	3809	2406	2217	14096	22	21	4	2	7	16	13	21	0.239543726	63	5675	5675	1170	1399	1537	947	2846	13574	16	46	4	9	18	4	22	46	0.015209125	103	11553	752	7935	2120	11103	11553	4972	38435	31	37	4	6	14	10	26	37	0.368821293	97	93	S6
CC1DCD19AB	13229	9191	13229	9302	12157	11305	12484	67668	73	74	39	32	21	45	54	74	265	6987	36	4801	2614	3810	4820	6987	23068	25	30	30	22	7	14	24	20	0.441509434	117	2560	460	478	2560	1136	1244	699	6577	21	23	3	5	6	7	17	23	0.230188679	61	8695	8695	7950	4128	7211	5241	4798	38023	27	31	6	5	8	24	13	31	0.328301887	87	93	S6
CC1DCD19F5	19577	6799	11850	5833	19577	12831	9356	66246	73	81	53	37	14	49	57	81	291	3715		241	3256	3702	3715	2792	13706	21	30	1	3	7	13	7	30	0.209621993	61	9749	1346	5634	1470	9749	726	1326	21996	21	25	7	23	3	22	21	25	0.347079038	101	6645	5453	5975	1107	6126	6645	5238	30544	31	45	45	11	4	14	29	26	0.443298969	129	92	S7
CC1DCD19AD	21050	12957	12194	11079	8134	21050	5816	71230	76	127	52	52	32	49	39	127	351	15103	11059	6277	7384	2160	15103	878	42861	32	61	24	29	14	10	16	61	0.438746439	154	3381	1293	1467	1226	3381	2509	1894	11770	20	30	11	6	4	10	14	30	0.213675214	75	4450	605	4450	2469	2593	3438	3044	16599	24	36	17	17	14	29	9	36	0.347578348	122	96	S7
CC1DCD19CC	15116	9652	9463	12244	14925	15116	8862	70262	73	182	23	35	55	45	82	182	422	8251	5441	3197	5485	8251	4381	4492	31247	24	51	12	9	16	21	29	51	0.327014218	138	3806	1436	2112	3806	409	1133	1268	10164	19	28	4	1	6	7	6	28	0.123222749	52	9602	2775	4154	2953	6265	9602	3102	28851	30	103	7	25	33	17	47	103	0.549763033	232	91	S8
CC1DCD19A1	15665	11085	15665	5686	13619	11050	7190	64295	83	123	62	81	39	77	78	123	460	6527	4631	3243	3851	6527	1853	3038	23143	29	51	51	43	5	31	27	37	0.42173913	194	3407	3407	1307	52	2337	2787	1206	11096	22	25	3	25	2	13	12	25	0.173913043	80	11115	3047	11115	1783	4755	6410	2946	30056	32	61	8	13	32	33	39	61	0.404347826	186	93	S8
CC1DCD1A01	39215	12261	16261	39215	27179	17567	13133	125616	85	187	48	20	41	27	187	162	485	4424	1083	1195	4424	1991	1946	1960	12599	30	40	14	9	14	3	19	40	0.204123711	99	3816	3816	971	3478	1998	2478	1415	14156	26	40	12	4	9	6	22	40	0.191752577	93	31313	7362	14095	31313	23190	13143	9758	98861	29	146	22	7	18	18	146	82	0.604123711	293	90	S1
CC1DCD19C4	19502	12613	19502	16732	18505	15853	12949	96154	77	181	61	181	73	43	44	77	479	10832	4126	10415	1789	10832	4259	6702	38123	28	41	25	41	18	33	17	21	0.323590814	155	6116	1946	4477	6116	2943	3877	1671	21030	24	38	8	38	5	5	17	24	0.202505219	97	8827	6541	4610	8827	4730	7717	4576	37001	25	102	28	102	50	5	10	32	0.473903967	227	93	S1
CC1DCD19F4	11692	7381	11692	8082	9442	9224	9289	55110	73	129	7	129	57	86	100	106	485	4436	3520	2294	4061	2745	3235	4436	20291	27	31	3	10	31	24	15	26	0.224742268	109	2505	579	2505	918	742	763	1952	8834	22	37	1	3	8	15	37	27	0.187628866	91	6893	3282	6893	3103	4580	5226	2901	25985	24	116	3	116	18	47	48	53	0.587628866	285	91	S2
CC1DCD19EC	11235	2066	11235	9488	6489	5961	5586	40825	69	135	5	16	20	39	80	135	295	2780	2066	1946	2199	2780	1431	2180	12602	23	41	4	4	3	12	20	41	0.284745763	84	2755		2508	1874	976	2755	945	9058	18	37	0	4	9	13	15	37	0.26440678	78	6781		6781	5415	2733	1775	2461	19165	28	57	1	8	8	14	45	57	0.450847458	133	92	S2
CC1DCD19BD	12729	9919	12229	6694	11405	12729	9818	62794	79	148	17	54	11	141	117	148	488	8786	1956	3679	1025	8786	6043	2678	24167	28	88	3	34	2	88	58	69	0.520491803	254	3335	2419	1583	1220	502	3335	1651	10710	24	25	7	4	1	10	25	17	0.131147541	64	6967	5544	6967	4449	2117	3351	5489	27917	27	62	7	16	8	43	34	62	0.348360656	170	91	S3
CC1DCD19BE	15220	2304	15220	7691	11810	15214	7139	59378	68	96	19	47	28	33	74	96	297	3643	1048	3518	328	3643	3478	1237	13252	22	28	3	7	2	4	21	28	0.218855219	65	2372	76	423	352	1629	945	2372	5797	15	18	1	7	1	8	18	16	0.171717172	51	10791	1180	8800	7011	6538	10791	3530	40329	31	52	15	33	25	21	35	52	0.609427609	181	93	S3
CC1DCD1A0B	15959	15959	15780	13444	14841	10984	9484	80492	62	191	18	28	54	102	104	191	497	6034	321	3072	2401	6034	3105	4151	24044	21	40	7	8	18	40	13	23	0.219315895	109	5819	1361	77	5819	2003	2970	2023	14253	17	35	1	1	19	35	32	31	0.23943662	119	14277	14277	7671	5224	6804	4909	3310	42195	24	137	10	19	17	27	59	137	0.541247485	269	89	S4
CC1DCD19E6	17129	9340	7585	10049	17129	9786	10826	64715	62	66	14	7	14	34	34	66	169	3712	208	418	2170	3712	1666	1743	9917	19	20	2	2	6	10	17	20	0.337278107	57	2362	2362		306	1910	981	1800	7359	18	18	3	0	2	6	4	18	0.195266272	33	7573	6770	7167	7573	5525	7139	7283	47439	25	28	9	5	6	18	13	28	0.467455621	79	91	S4
CC1DCD1A46	8037	3131	4759	8037	2086	5444	4195	27652	73	95	8	19	26	23	54	95	225	2724	2724	1283	870	206	1485	1494	8062	24	20	3	5	6	7	20	16	0.253333333	57	3475	335	1012	3475	800	1252	804	7678	25	36	2	7	7	2	14	36	0.302222222	68	3692	72	2464	3692	1080	2707	1897	11912	24	43	3	7	13	14	20	43	0.444444444	100	89	S5
