rfid	colorado_rat_number	femur_length_mm	maximum_force_n	yield_force_n	final_force_n	maximum_moment_nmm	yield_moment_nmm	final_moment_nmm	stiffness_n_mm2	x18_norm_stiffness_n_mm2	elastic_work_nmm	elastic_displacement_mm	post_yield_work_nmm	post_yield_displacement_mm	total_work_nmm	total_displacement_mm	iml_mm4	zml_mm3	cortical_thickness_mm	tissue_strength_m_pa	tissue_modulus_g_pa	correction_factor	corrected_modulus_g_pa	tt_ar_mm2	m_ar_mm2	ct_ms_mm2	ct_ar_mm2	ct_ar_tt_ar_percent	ps_pm_mm	ec_pm_mm	ps_pmest_mm	ec_pmest_mm	po_ar_mm2	ct_po_percent	ct_th_mm	j_mm4	imax_mm4	imin_mm4	zmax_mm3	zmin_mm3	dmax_mm	dmin_mm	ct_app_d_mg_ha_cm3	ct_tiss_d_mg_ha_cm3	ct_th_sd_mm	bv_tv_percent	tb_th_μm	tb_n_1_mm	tb_sp_μm	conn_d_number_mm3	app_d_mg_ha_cm3	tiss_d_mg_ha_cm3	tv_mm3	bv_mm3	smi	bs_mm2	bs_bv_mm2_mm3	bs_tv_mm2_mm3	bs_mv_mm2_mm3	da	tb_th_sd_μm	center	batchnumber	age
00077E7A23	2047	40.15	163.28	139.81	160.63	816.4	699.05	803.15	390.3604487	535.4738666	31.957545	0.469	69.991835	0.451	101.94938	0.92	5.96156	3.65643	0.704	223.2778967	7.955769047	0.237692352	33.47086673	10.3854	4.15864	6.22676	6.22672	0.599564774	11.53066475	7.174315703	11.42395664	7.229039458	4.00E-05	6.42E-06	663	14.07967	8.47685	5.60282	3.95921	3.45104	4.282091629	3.247032779	1303.385787	1316.825526	0.0576	0.12	81.4	1.5862	668.4	28.2048	223.3024402	981.5059	18.6315	2.235	2.3246	70.9991	33.2083	3.810702305	4.330137529	1.6039	24.5	NY	Batch06	202
00077E8EE7	2048	40.54	162.84	128.31	162.84	814.2	641.55	814.2	369.0077175	506.1834259	29.40642	0.538	90.629725	0.591	120.036145	1.129	6.32115	3.86444	0.683	210.6902941	7.09276598	0.231834219	30.59412891	11.07999	4.79317	6.28682	6.28676	0.567397624	11.86097068	7.724469161	11.79979918	7.760976139	6.00E-05	9.54E-06	639	15.6122	9.65064	5.96156	4.28303	3.65643	4.506454543	3.260863739	1320.157384	1334.495601	0.0703	0.1863	90.8	2.1643	481.6	40.396	295.3678952	974.01858	19.4697	3.6273	1.6312	99.1934	27.8862	5.094757495	6.26126092	1.6471	27	NY	Batch04	198
00077E94FB	2049	39.2	166.35	129.57	163.26	831.75	647.85	816.3	377.9695862	518.4767986	27.22049	0.419	66.06359	0.421	93.28408	0.84	4.30629	2.90525	0.647	286.2920575	10.66423876	0.288581307	36.95401777	11.60324	5.28867	6.31457	6.31405	0.544162665	12.46700189	8.331761995	12.07520659	8.152262709	0.00052	8.23E-05	604	16.97776	10.65661	6.32115	4.35043	3.86444	4.899106525	3.271444245	1312.632627	1330.377575	0.0904	0.1203	93.3	1.2809	797.7	23.4836	192.716738	996.48054	19.4178	2.3363	1.8491	63.9869	28.1041	3.295270319	3.745976641	1.6047	28.2	NY	Batch04	183
00077E9B7B	2050	39.98	183.75	161.74	183.63	918.75	808.7	918.15	415.6632794	570.182825	42.205195	0.62	72.56848	0.409	114.773675	1.029	6.2297	3.81784	0.743	240.6465436	8.10682512	0.252278895	32.13437698	10.88438	5.03237	5.85201	5.85199	0.537650284	10.9625323	6.663975022	11.69517648	7.952271782	2.00E-05	3.42E-06	661	11.9369	7.63061	4.30629	3.80168	2.90525	4.014335767	2.964488426	1346.33	1361.5935	0.072	0.1295	87.3	1.591	662.2	26.4599	234.3836738	996.48054	15.6652	2.0282	2.0761	57.4826	29.5697	3.66944565	4.215193958	1.7728	26.8	NY	Batch05	189
00078A239D	2051	31.96	65.69	65.22	42.93	295.605	293.49	193.185	125.3480097	125.3480097	21.571095	0.701	37.678585	0.739	59.24968	1.44	5.10312	3.21255	0.589	92.01568847	2.984406242	0.22504734	13.26123758	8.10672	1.2634	6.84332	6.84332	0.844153986	12.38188494	8.108323133	10.09316838	3.984514103	0	0	664	18.35468	11.86159	6.49309	4.95004	3.93015	4.792522889	3.304245385	1305.482236	1319.520961	0.068	0.0335	75.5	1.8403	714.6	5.0808	101.7832366	880.052714	14.5647	0.4875	3.3114	20.4432	51.0312	1.403612845	1.452220612	2.0437	24.4	TN	Batch04	63
00077E9019	2052	37.91	153.66	114.51	153.63	691.47	515.295	691.335	382.7768109	382.7768109	20.86578	0.369	90.3354	0.137	111.20118	0.506	5.35489	3.18329	0.614	217.2186637	8.685030416	0.195630865	44.39499071	10.30906	4.66409	5.64497	5.64445	0.547523247	11.35619364	7.304224015	11.38189214	7.655761459	0.00052	9.21E-05	589	13.24805	8.14493	5.10312	3.70354	3.21255	4.398456612	3.176990241	1293.87689	1311.210036	0.0657	0.153	86.9	1.935	192	27.692	258.97952	968.40309	14.8057	2.2659	1.8325	62.008	28.141	4.188116739	4.944895453	1.597	26.6	NY	Batch04	199
00077E8C19	2053	35.08	165.91	143.57	160.01	746.595	646.065	720.045	363.8236211	363.8236211	35.72616	0.53	98.776255	0.621	134.502415	1.151	4.94633	3.18131	0.635	234.6816249	8.936842055	0.254328223	35.13901031	10.2232	4.45596	5.76724	5.76299	0.56371684	11.47981571	7.603663888	11.33439544	7.482997047	0.00425	0.000736921	614	12.9667	7.61181	5.35489	3.57851	3.18329	4.254178415	3.364374594	1238.770215	1254.119221	0.0967	0.2054	82.3	3.3985	360.9	45.9709	332.8419318	915.243118	12.8342	2.6363	1.9049	74.5349	29.0665	5.807522089	7.3088479	1.8213	26.9	TN	Batch06	114
00077E9BBB	2054	37.54	152.01	141.16	149.85	684.045	635.22	674.325	392.3171303	392.3171303	30.833095	0.449	62.796175	0.421	93.62927	0.87	4.29237	2.92473	0.669	233.8831277	11.10494467	0.300463127	36.95942584	9.98519	4.11815	5.86704	5.86695	0.587565184	11.28405316	7.092469546	11.20167837	7.193761127	9.00E-05	1.53E-05	635	12.96726	8.02094	4.94633	3.73169	3.18131	4.298824393	3.109618365	1286.239824	1300.315986	0.0633	0.1042	70.4	1.7025	421.4	25.1296	214.2053464	964.285064	15.3604	1.6001	2.3	51.5371	33.8826	3.355192573	3.745347122	1.6038	24.5	NY	Batch05	186
00077E8D74	2055	37.65	162.46	130.32	162.36	731.07	586.44	730.62	409.5292958	409.5292958	26.35814	0.45	75.906775	0.499	102.264915	0.949	3.51435	2.34475	0.672	311.7901695	14.15846727	0.286436154	49.42974924	9.36864	3.48284	5.8858	5.88563	0.628226722	10.93626591	6.570864414	10.85033651	6.615637402	0.00017	2.89E-05	669	11.95513	7.66276	4.29237	3.62164	2.92473	4.231651959	2.93522479	1305.819166	1320.569186	0.0694	0.1349	72.8	1.6052	885.5	29.7263	231.7631118	982.254632	14.3812	1.9395	2.0396	55.2238	29.4672	3.839999444	4.438605657	1.6225	26.4	NY	Batch05	207
00077E998C	2056	34.74	162.46	130.32	162.36	731.07	586.44	730.62	409.5292958	409.5292958	26.35814	0.45	75.906775	0.499	102.264915	0.949	4.30853	2.56367	0.621	285.1654074	11.54867424	0.198321671	58.23203375	8.16178	2.79521	5.36657	5.36641	0.657504858	10.13186286	5.749820187	10.12738625	5.926689194	0.00016	2.98E-05	672	9.11206	5.5977	3.51435	2.91692	2.34475	3.838089492	2.99763301	1312.482881	1326.633915	0.0782	0.2669	69.9	3.619	501.3	49.4463	377.7658518	969.526188	10.294	2.7479	0.9466	69.3485	25.4968	6.73678842	9.18997893	1.6362	22.1	NY	Batch04	198
00077E7C1F	2057	34.94	146.11	126.71	144.51	657.495	570.195	650.295	384.3304686	384.3304686	26.045315	0.41	60.564635	0.43	86.60995	0.84	4.32617	2.82447	0.598	232.7852659	10.79387817	0.253885034	42.51482654	8.44971	3.29695	5.15276	5.15259	0.609794892	10.26044139	6.22923588	10.30447415	6.436668051	0.00017	3.30E-05	621	9.20287	4.89434	4.30853	2.79239	2.56367	3.505484549	3.361220438	1308.477164	1323.564114	0.0701	0.5776	77.3	5.2634	553.8	68.663	622.641	974.7973	9.1461	5.2824	-2.1183	83.4811	15.6569	9.1275079	21.60651707	1.6996	26	NY	Batch05	198
00077E9B6B	2058	38.65	132.27	111.94	132.27	661.35	559.7	661.35	302.5719555	415.0506934	26.81781	0.54	45.235965	0.37	72.053775	0.91	4.96909	3.13193	0.673	211.1637233	7.398234403	0.24897895	29.71429675	9.26822	3.93253	5.33569	5.33555	0.575682278	10.83262215	6.942073821	10.79202889	7.029767381	0.00014	2.62E-05	598	10.92516	6.59899	4.32617	3.23217	2.82447	4.083318637	3.063349938	1337.26591	1352.577479	0.0553	0.0597	94.8	1.3671	215.2	11.4486	159.210981	982.254632	14.98	0.8947	2.8517	31.5185	38.309	2.104038718	2.237687518	1.3946	28.9	NY	Batch04	199
00077E98E7	2059	38.78	156.69	130.3	26.03	783.45	651.5	130.15	327.0743572	448.6616698	33.6912	0.529	86.85124	0.686	120.54244	1.215	4.4377	2.96336	0.664	264.3789482	8.95498443	0.285283895	31.38972996	9.61898	3.64006	5.97892	5.97882	0.621564864	11.02997653	6.640174952	10.99434708	6.763308585	1.00E-04	1.67E-05	673	12.26626	7.29718	4.96909	3.56258	3.13193	4.096570463	3.173180754	1325.136451	1341.047006	0.0653	0.1554	105.3	1.7884	491.7	27.5187	254.7117476	984.126462	16.9703	2.6376	1.6277	72.076	27.8994	4.247184788	5.028780341	1.6425	35.8	NY	Batch06	201
00077E9A37	2060	36.33	146.11	126.71	144.51	657.495	570.195	650.295	384.3304686	384.3304686	26.045315	0.41	60.564635	0.43	86.60995	0.84	4.99705	3.24677	0.566	202.5074151	9.344743785	0.23860134	39.16467435	9.73697	3.70629	6.03068	6.03048	0.61933846	11.25431729	6.804628137	11.06157194	6.824559601	0.0002	3.32E-05	664	13.04842	8.61072	4.4377	3.82722	2.96336	4.499725649	2.995046164	1338.725937	1354.673929	0.0931	0.0935	96.5	1.3589	195.9	16.0063	191.2567106	983.003364	11.964	1.119	2.1378	32.3803	30.2624	2.706477767	2.985735362	1.4994	33.1	NY	Batch04	199
00077E9BE1	2061	37.21	164.51	116.58	144.26	740.295	524.61	649.17	375.0219645	375.0219645	22.51744	0.379	131.268295	0.87	153.785735	1.249	3.42502	2.45047	0.598	302.10327	13.3036212	0.318474386	41.77297072	10.50326	4.97657	5.52669	5.52661	0.526180443	11.54761905	7.903100775	11.48859686	7.908060635	8.00E-05	1.45E-05	566	13.38619	8.38914	4.99705	3.80188	3.24677	4.413153492	3.078166917	1260.558316	1277.180167	0.0627	0.1471	84.8	2.1399	591.6	33.5559	250.8183412	943.320568	15.8839	2.3361	2.1033	68.1107	30.3653	4.288033795	5.027436189	1.7611	26.3	TN	Batch06	121
00077E7B59	2062	34.97	133.36	113.07	132.66	600.12	508.815	596.97	321.499198	321.499198	24.12904	0.419	49.839325	0.391	73.968365	0.81	3.65467	2.60214	0.642	230.625562	10.68828446	0.325903458	32.79586081	8.28037	3.29769	4.98268	4.98268	0.601746057	10.21594684	6.417892738	10.20069597	6.437390365	0	0	598	8.92523	5.5002	3.42502	2.9156	2.45047	3.772945534	2.795398434	1313.418796	1328.505745	0.0685	0.4526	102.9	5.133	280.8	106.7444	526.9507028	950.5083952	9.8647	4.4645	-0.3124	95.6885	21.3219	9.700092248	17.71943632	1.4948	29.9	NY	Batch06	192
00077E97BC	2063	35.85	151	131.23	148.03	679.5	590.535	666.135	370.9867077	370.9867077	29.617375	0.562	58.32095	0.408	87.938325	0.97	2.66761	2.00662	0.56	338.6291376	16.89710452	0.345309031	48.93328299	8.42715	3.09493	5.33222	5.33216	0.63273586	10.25116279	6.268604651	10.29070892	6.236348082	6.00E-05	1.13E-05	642	9.43073	5.77605	3.65467	3.0884	2.60214	3.740480508	2.808972615	1330.377575	1344.603483	0.0551	0.414	78.4	5.1695	617.8	100.342	504.2641232	965.8199646	9.8812	4.0906	0.3005	91.9825	22.5306	9.308839007	15.88479605	1.655	23.2	NY	Batch06	202
00077E94B2	2064	39	164.25	139.35	164.25	821.25	696.75	821.25	388.9155805	533.4918799	32.81861	0.56	59.300025	0.379	92.118635	0.939	2.7268	1.94734	0.542	421.7291279	17.32919284	0.299412593	57.87730118	11.0466	4.50262	6.54398	6.54393	0.592393135	11.88500107	7.425325368	11.78200618	7.522073627	5.00E-05	7.64E-06	674	15.95604	9.78025	6.1758	4.29092	3.76301	4.558579512	3.282372356	1328.917548	1342.76909	0.0876	0.1612	93.9	1.521	586.6	38.0035	255.3481698	988.618854	18.9719	3.0578	1.7746	84.0907	28.2602	4.432381575	5.284037426	1.7081	27.6	NY	Batch04	194
00077E96B4	2065	34.18	106.31	92.07	106	478.395	414.315	477	279.5545455	279.5545455	18.44382	0.39	34.06577	0.339	52.50959	0.729	6.1758	3.76301	0.674	127.1309404	5.499834398	0.228159513	24.10521628	7.28289	2.91778	4.36511	4.36511	0.599365087	9.52753978	5.975520196	9.566582194	6.055237803	0	0	560	6.84765	4.18003	2.66761	2.38986	2.00662	3.498137966	2.658809341	1321.093299	1337.116163	0.0449	0.3448	93	5.0085	385.9	98.1814	449.3820676	957.546476	9.6658	3.3329	0.7967	84.2787	25.5473	8.719267934	13.30807371	1.4705	29.6	NY	Batch04	192
00077E9529	2066	33.63	106.37	92.74	69.86	478.665	417.33	314.37	259.30578	259.30578	20.91813	0.47	49.838355	0.52	70.756485	0.99	3.31732	2.3573	0.604	203.0564629	9.497320809	0.315048465	30.14558671	7.06465	2.90168	4.16297	4.16297	0.589267692	9.338198911	5.937036121	9.422155282	6.038508614	0	0	542	6.29377	3.56697	2.7268	2.14393	1.94734	3.327506029	2.80053817	1332.736081	1349.507678	0.0499	0.3779	96.5	5.0464	415.2	102.2223	461.9233286	962.7876	9.6848	3.6603	0.7504	86.3317	23.7708	8.914143813	14.33010208	1.5976	34.3	NY	Batch04	185
00077E9A8D	2067	37.8	151	131.23	148.03	679.5	590.535	666.135	370.9867077	370.9867077	29.617375	0.562	58.32095	0.408	87.938325	0.97	4.26035	2.96426	0.726	229.2309042	10.58008966	0.328173799	32.23928811	8.18986	3.22499	4.96487	4.96487	0.606221596	10.16838526	6.191311979	10.14479256	6.36603641	0	0	604	8.84881	5.5315	3.31732	2.85615	2.3573	3.873396005	2.814508124	1336.142812	1351.379508	0.0634	0.0843	97.5	1.2935	471.5	18.7668	177.6297882	982.254632	11.8561	0.9991	2.3085	30.7699	32.6284	2.595280067	2.834107028	1.5034	29.1	NY	Batch04	200
00077E9A63	2068	36.19	176.6	147.64	176.6	794.7	664.38	794.7	442.7636364	442.7636364	31.748525	0.48	37.593425	0.23	69.34195	0.71	5.19791	3.17664	0.617	250.1699909	10.34950236	0.214430762	48.26500756	8.8035	2.78285	6.02065	6.01989	0.683806441	10.49907898	5.996431038	10.51798668	5.913571211	0.00076	0.000126232	726	10.70492	6.44457	4.26035	3.38112	2.96426	3.812091851	2.874477947	1317.911188	1330.227829	0.0655	0.5391	97.9	5.2076	626.4	78.3409	592.6625	991.0661	8.8204	4.7551	-1.4416	82.8602	17.2768	9.39415446	20.38230881	1.7549	29.3	NY	Batch04	192
00077E9855	2069	38.99	143.83	123.92	143.83	719.15	619.6	719.15	323.5136842	443.7773445	28.211165	0.509	51.968905	0.39	80.18007	0.899	2.36535	1.81837	0.559	395.4915666	16.61779975	0.359889288	46.17475513	10.26334	4.39978	5.86356	5.86353	0.571308171	11.55323234	7.38372093	11.35662512	7.435675228	3.00E-05	5.12E-06	617	13.55692	8.359	5.19791	3.77021	3.17664	4.434235759	3.27258361	1312.033641	1325.997493	0.0826	0.0545	82.9	1.3952	399.1	9.2298	151.2744218	975.89041	15.3308	0.8355	2.7826	28.4692	36.9737	1.856993764	1.96402972	1.4226	26.7	NY	Batch06	185
00077E9B30	2070	34.01	96.98	88.56	96.17	436.41	398.52	432.765	256.8793931	256.8793931	18.861505	0.429	27.530645	0.291	46.39215	0.72	8.17981	4.44894	0.722	98.0930289	3.815595505	0.170096174	22.43198906	6.76582	2.6296	4.13622	4.13605	0.611315406	9.185434517	5.534883721	9.220726741	5.74843702	0.00017	4.11E-05	559	5.97409	3.60874	2.36535	2.11288	1.81837	3.415944114	2.601615733	1343.068583	1360.701221	0.0498	0.2148	84.8	4.3859	392.9	68.9906	340.7036178	951.182254	8.9867	1.9306	1.9305	62.4512	33.5851	6.949291731	8.850668216	1.6297	24.7	NY	Batch06	198
00077E97DE	2071	39.28	156.74	112.36	146.91	862.07	617.98	808.005	301.8824329	551.1735504	24.610605	0.429	203.46772	1.391	228.078325	1.82	3.44623	2.28022	0.583	378.0643973	10.6431421	0.258002168	41.25214208	12.43352	5.06005	7.37347	7.37267	0.592967237	12.48414376	7.846723044	12.49976881	7.97411209	0.0008	0.000108497	722	19.85957	11.67975	8.17981	4.95453	4.44894	4.714776175	3.677195017	1277.854026	1290.432723	0.0941	0.2301	106.3	2.5973	475	37.0988	335.72455	981.0192242	16.0248	3.6877	1.4534	87.255	24.0401	5.444997753	7.072569729	1.8416	49.4	TN	Batch04	143
00077E9A7D	2072	33.91	126.36	118.6	121.98	568.62	533.7	548.91	259.7974696	259.7974696	34.73006	0.619	39.89715	0.321	74.62721	0.94	1.60191	1.28831	0.349	441.3689252	19.70484769	0.283821121	69.42699557	7.97804	3.22318	4.75486	4.75481	0.595987235	9.978580171	6.227662179	10.01274225	6.364249715	5.00E-05	1.05E-05	583	8.16952	4.72329	3.44623	2.65917	2.28022	3.552454337	3.022717106	1339.998782	1355.946773	0.0548	0.3741	89.3	5.2616	880.2	107.786	451.77801	955.674646	11.1796	4.1818	0.4965	104.8774	25.114	9.381140649	14.98719598	1.6716	27.2	NY	Batch06	199
00077E9603	2073	37.98	142.48	127.08	142.31	712.4	635.4	711.55	322.8545455	442.8731762	34.18287	0.65	42.5015	0.31	76.68437	0.96	3.65295	2.48846	0.591	286.2814753	10.73839699	0.282568915	38.00275405	9.31699	3.45985	5.85714	5.85694	0.628630062	10.90829311	6.449100483	10.82038582	6.593766554	0.0002	3.41E-05	671	11.70691	7.17934	4.52757	3.43905	2.98851	4.175187915	3.029984842	1330.152956	1344.378864	0.0653	0.1043	99.9	2.203	327.3	23.0381	200.765607	1001.347298	15.4093	1.6072	2.2061	47.3384	30.7164	3.072066869	3.429796915	1.4969	34	NY	Batch05	185
000789FFA3	2074	28.24	62.07	61.02	57.89	248.28	244.08	231.56	134.6693445	94.58258486	21.405295	0.91	28.14915	0.46	49.554445	1.37	4.52757	2.98851	0.671	83.07818947	3.61393095	0.278886112	12.95844718	6.16861	3.49009	2.67852	2.67757	0.434063752	8.723911747	6.528026237	8.804376153	6.622519492	0.00095	0.000354673	349	3.96134	2.35944	1.60191	1.47103	1.28831	3.207874754	2.486839348	1213.238454	1235.138865	0.0406	0.1601	80.8	3.5929	629.4	59.915	298.7746258	884.545106	7.4939	1.1995	2.2837	43.391	38.744	5.79017601	6.893587951	1.7836	25.1	TN	Batch04	68
00077E9A74	2075	35.49	130.12	108.13	129.49	585.54	486.585	582.705	341.874907	341.874907	19.972825	0.379	50.98415	0.42	70.956975	0.799	1.8395	1.47902	0.372	395.8972833	22.58102811	0.302396587	74.67355475	8.78285	3.64413	5.13872	5.13866	0.585078875	10.6372093	6.655232558	10.50564363	6.767088602	6.00E-05	1.17E-05	591	10.14491	6.49197	3.65295	3.12154	2.48846	4.159466161	2.935912171	1332.211969	1348.684073	0.0826	0.3013	81.6	3.7221	663.7	60.6875	401.987332	987.2711364	13.6684	4.1187	0.8451	94.757	23.1777	6.932559773	9.922510655	1.6875	23.4	NY	Batch04	187
00078A08CE	2076	30.11	67.3	60.92	65.59	269.2	243.68	262.36	147.6818182	103.7216611	15.41679	0.53	32.30328	0.49	47.72007	1.02	2.75264	2.10751	0.622	127.7336762	6.51859339	0.374648635	17.3992183	6.87394	3.8537	3.02024	3.01955	0.439275001	9.305827963	6.847156066	9.294109835	6.958952682	0.00069	0.000228459	372	5.08103	3.24152	1.8395	1.85916	1.47902	3.487080187	2.487457911	1200.659756	1223.121716	0.0526	0.0614	113.5	2.4163	182.4	14.0711	197.6209326	865.826806	10.6956	0.6568	3.1524	26.339	46.6167	2.462601444	2.623719967	1.7795	43.5	TN	Batch04	64
00077E7C3B	2077	36.05	149.25	129.35	112.72	671.625	582.075	507.24	316.646806	316.646806	34.80653	0.66	77.32153	0.571	112.12806	1.231	3.55587	2.3896	0.618	281.061684	10.81945823	0.279477645	38.71314368	8.39547	2.93027	5.4652	5.46507	0.650954622	10.20723003	5.862307161	10.27134789	6.068184145	0.00013	2.38E-05	676	9.39324	5.27874	4.11451	2.88816	2.58084	3.655434602	3.188504518	1326.259549	1341.945485	0.0945	0.4637	89.6	5.4637	620.8	109.3424	540.4278788	947.7755234	9.0816	4.2112	-0.0352	87.2521	20.7039	9.607569151	17.91477086	1.6662	27.4	NY	Batch04	196
00077E7A17	2078	35.66	116.83	110.1	116.76	525.735	495.45	525.42	273.1156103	273.1156103	27.377045	0.479	43.758	0.381	71.135045	0.86	4.11451	2.58084	0.676	203.7069326	8.065005711	0.24650509	32.71740033	7.56292	2.72869	4.83423	4.83378	0.639142025	9.785465116	5.679651163	9.748766878	5.85574332	0.00045	9.31E-05	622	7.82908	5.07644	2.75264	2.64168	2.10751	3.843342116	2.612220108	1323.975917	1343.031146	0.0799	0.0874	106.8	1.9197	218.7	21.1316	173.8861282	964.285064	13.8891	1.2133	1.9455	36.939	31.8257	2.659567575	2.914135597	1.6316	36.2	NY	Batch04	184
00077E9795	2079	37.19	129.8	116.56	129.8	584.1	524.52	584.1	302.4657466	302.4657466	27.835075	0.486	37.43953	0.3	65.274605	0.786	4.86727	3.15267	0.697	185.2715317	7.550349213	0.271606266	27.79887709	8.2322	3.17549	5.05671	5.05662	0.614248925	10.15038014	6.14490161	10.17098207	6.316991707	9.00E-05	1.78E-05	618	8.86682	5.31095	3.55587	2.81161	2.3896	3.777871042	2.976121527	1322.628199	1338.014642	0.0743	0.4771	120.6	5.4414	158.6	105.8626	547.802889	954.0648722	12.2376	5.8382	-0.415	115.9519	19.7757	9.475052298	18.11918305	1.5239	42.2	NY	Batch05	205
00077E7A18	2080	40.38	165.8	119.44	155.36	829	597.2	776.8	330.7998302	453.7720579	27.42155	0.481	118.743065	0.779	146.164615	1.26	2.00897	1.54818	0.382	535.4674521	20.00636115	0.275848234	72.5266965	10.06555	3.72173	6.34382	6.3435	0.630218915	11.38055896	6.730416157	11.24666314	6.838760012	0.00032	5.04E-05	697	13.89872	9.03145	4.86727	4.03385	3.15267	4.477831352	3.087712954	1307.616123	1321.654848	0.1018	0.1963	81.1	2.0223	583.6	42.7425	300.7587656	992.73688	16.4473	3.229	1.6137	82.9302	26.2244	5.042177135	6.273893012	1.6458	23.5	TN	Batch04	186
00077E95B6	2081	38.89	146.59	127.92	141.22	732.95	639.6	706.1	363.6583722	498.8455037	28.898675	0.529	59.14181	0.42	88.040485	0.949	5.12102	3.11433	0.621	235.3475707	8.628064766	0.212453052	40.61163015	9.84222	6.70117	3.14105	3.14009	0.319042858	9.448016416	6.914500684	11.12119527	9.176567211	0.00096	0.00030563	382	5.46407	3.4551	2.00897	1.93709	1.54818	3.567309727	2.5952667	1215.59696	1236.748639	0.0483	0.0903	80.7	1.343	262.9	20.1851	179.239562	972.895482	14.7386	1.3309	2.3014	40.6141	32.1527	2.755628079	3.029162347	1.5183	26.8	NY	Batch04	198
00078A18F0	2082	30.48	76.87	40.89	71.54	307.48	163.56	286.16	173.7825555	122.0530431	5.915705	0.33	52.60061	0.781	58.516315	1.111	1.76936	1.40972	0.357	218.1142355	11.93345645	0.282792674	42.19860536	7.1119	1.41807	5.69383	5.69379	0.800600402	11.11478558	7.130360572	9.453611541	4.221373376	4.00E-05	7.03E-06	621	12.25478	7.13376	5.12102	3.61797	3.11433	3.943515286	3.288681675	1300.840098	1314.204964	0.0449	0.0577	78.4	1.7535	467.8	14.653	176.806183	907.381432	10.9193	0.6303	2.9376	25.5184	45.6315	2.336999625	2.480163281	1.7053	24.9	TN	Batch04	70
00078A18DC	2083	29	72.34	71.25	68.15	289.36	285	272.6	155.386497	109.1329032	21.234355	0.67	19.834455	0.281	41.06881	0.951	4.32313	2.85028	0.626	101.5198507	4.367081116	0.268525358	16.26319822	6.70571	3.83623	2.86948	2.86906	0.427853277	9.172965116	6.805959302	9.179675217	6.943161235	0.00042	0.000146368	357	4.72618	2.95682	1.76936	1.69626	1.40972	3.486281584	2.510228982	1218.180085	1239.781003	0.0404	0.0299	76.9	2.0163	759.2	4.125	135.9254158	904.012138	9.091	0.2721	3.5061	11.6523	52.4323	1.281740183	1.321287235	1.684	25.4	TN	Batch04	66
00077E7BC8	2084	36.4	157.17	136.64	157.17	707.265	614.88	707.265	389.7784959	389.7784959	29.6611	0.449	32.878215	0.22	62.539315	0.669	6.43675	4.02841	0.812	175.5692693	7.357453257	0.270110244	27.23870503	8.99604	3.55788	5.43816	5.43788	0.604474858	10.5255358	6.76755586	10.63238321	6.686526653	0.00028	5.15E-05	626	10.44538	6.12225	4.32313	3.22023	2.85028	3.802368154	3.033477413	1328.056506	1342.99371	0.0512	0.5744	74.1	5.0622	780.7	71.0348	631.141	1003.9532	11.7478	6.748	-1.8987	103.9866	15.2801	8.851580721	20.79815193	1.6201	21.8	NY	Batch06	188
00077E98E8	2085	40.01	174.95	157.62	174.74	962.225	866.91	961.07	266.513	486.5964376	56.50663	0.699	53.95604	0.32	110.46267	1.019	5.15529	3.35124	0.623	287.1250642	6.281184861	0.258704554	24.27937497	11.12648	3.58008	7.5464	7.54639	0.678236963	11.87915282	6.614929402	11.82452838	6.707355076	1.00E-05	1.33E-06	812	17.35432	10.91757	6.43675	4.92924	4.02841	4.42971736	3.195677699	1325.248761	1338.276698	0.0902	0.2772	98.9	2.7176	242.2	48.6771	375.8940218	974.392946	17.236	4.7775	0.7611	103.9314	21.8803	6.02990253	8.342208131	1.6993	32.5	NY	Batch04	184
00077E994C	2087	33.48	111.45	100.09	111.45	501.525	450.405	501.525	298.0011486	298.0011486	20.650255	0.428	19.372765	0.181	40.02302	0.609	5.60435	3.45784	0.63	145.0399671	6.460542178	0.225052665	28.70680144	6.93891	2.46836	4.47055	4.47048	0.644262571	9.277585354	5.287605146	9.337928824	5.569409894	7.00E-05	1.57E-05	610	6.39966	3.73857	2.6611	2.23797	1.96805	3.341036743	2.704301212	1347.149172	1364.781811	0.0632	0.3391	108.3	4.819	172.1	93.1574	444.7399292	966.156894	8.8667	3.0067	1.0737	76.6954	25.7912	8.649824625	13.08795222	1.5798	32.6	NY	Batch06	202
00077E9906	2088	40.85	177.82	140.37	162.45	889.1	701.85	812.25	395.6	542.6611797	33.180825	0.57	137.14532	0.829	170.326145	1.399	4.32469	2.85705	0.603	311.1951138	11.11418391	0.264516176	42.01702922	10.75358	4.59429	6.15929	6.15844	0.572687421	11.84732053	7.613245703	11.62469233	7.598259725	0.00085	0.000138003	630	14.97327	9.36892	5.60435	4.01178	3.45784	4.670704774	3.241532286	1284.704923	1299.717	0.0725	0.1071	95.2	1.427	582.4	22.6915	211.8468406	982.254632	17.2752	1.8497	2.3413	56.3638	32.0002	3.262700287	3.653936663	1.6182	29.2	NY	Batch06	183
