rfid	colorado_rat_number	femur_length_mm	maximum_force_n	yield_force_n	final_force_n	maximum_moment_nmm	yield_moment_nmm	final_moment_nmm	stiffness_n_mm2	x18_norm_stiffness_n_mm2	elastic_work_nmm	elastic_displacement_mm	post_yield_work_nmm	post_yield_displacement_mm	total_work_nmm	total_displacement_mm	iml_mm4	zml_mm3	cortical_thickness_mm	tissue_strength_m_pa	tissue_modulus_g_pa	correction_factor	corrected_modulus_g_pa	tt_ar_mm2	m_ar_mm2	ct_ms_mm2	ct_ar_mm2	ct_ar_tt_ar_percent	ps_pm_mm	ec_pm_mm	ps_pmest_mm	ec_pmest_mm	po_ar_mm2	ct_po_percent	ct_th_mm	j_mm4	imax_mm4	imin_mm4	zmax_mm3	zmin_mm3	dmax_mm	dmin_mm	ct_app_d_mg_ha_cm3	ct_tiss_d_mg_ha_cm3	ct_th_sd_mm	bv_tv_percent	tb_th_μm	tb_n_1_mm	tb_sp_μm	conn_d_number_mm3	app_d_mg_ha_cm3	tiss_d_mg_ha_cm3	tv_mm3	bv_mm3	smi	bs_mm2	bs_bv_mm2_mm3	bs_tv_mm2_mm3	bs_mv_mm2_mm3	da	tb_th_sd_μm	center	batchnumber	age
00077EAF81	1023	40.27	194.89	152.26	194.89	877.005	685.17	877.005	431.1737912	431.1737912	37.37114127	0.636983	55.22782246	0.312206	92.59896373	0.949189	4.46233	2.93482	0.599	298.827526	11.73996895	0.25965831	45.21314553	12.60932	5.89514	6.71418	6.71403	0.532465668	12.65383824	8.584070796	12.58782699	8.60700378	0.00015	2.23E-05	630	19.25876	11.30166	7.95711	4.761	4.44132	4.747599244	3.583218503	1308.439728	1321.879467	0.1207	0.1729	95.2	2.2455	212.6	33.9074	272.1197666	985.24956	19.3763	3.3497	1.834	92.6078	28.3496	4.779436735	5.778380942	1.7301	28.8	NY	Batch03	195
00077EAE5F	1024	35.56	132.52	103.42	132.52	596.34	465.39	596.34	336.6180656	336.6180656	19.31308921	0.389181	27.57867174	0.230445	46.89176095	0.619626	4.5387	3.03222	0.655	196.667788	9.011191524	0.283636855	31.77017147	9.46486	4.05031	5.41455	5.41454	0.572067627	10.88383838	7.095959596	10.90591301	7.13426216	1.00E-05	1.85E-06	599	11.35185	6.88952	4.46233	3.397	2.93482	4.056237857	3.040956515	1314.055218	1327.944196	0.0466	0.4881	74.3	5.2638	673	88.192	550.0116484	958.0705884	11.2652	5.4989	-0.8094	105.7998	19.0912	9.391737386	18.34795276	1.7188	22.5	NY	Batch03	205
00077EAFCC	1025	37.6	151.34	131.25	151.34	681.03	590.625	681.03	303.5004767	303.5004767	43.91695104	0.884658	18.73920099	0.132856	62.65615203	1.017514	5.04181	3.27982	0.656	207.6424926	7.313902729	0.266005413	27.49531538	9.55002	3.68698	5.86304	5.86258	0.613881437	11.08582503	6.722037652	10.95486607	6.806758195	0.00046	7.85E-05	655	12.16903	7.63033	4.5387	3.59961	3.03222	4.239531505	2.993648218	1292.491736	1305.706856	0.0621	0.1115	88.7	1.3144	562.7	20.5437	172.0142982	922.356072	17.0125	1.8962	2.0795	52.9595	28.8885	3.112975753	3.503469764	1.5477	27	NY	Batch03	199
00077E6939	1077	38.55	181.52	161.44	181.52	816.84	726.48	816.84	450.4699709	450.4699709	40.63088653	0.61779	27.9120067	0.160824	68.54289322	0.778614	5.98864	3.71479	0.683	219.8886074	9.139320691	0.240834764	37.94851104	10.56435	4.16595	6.3984	6.39739	0.605563996	11.53154608	7.111864772	11.52195892	7.235390222	0.00101	0.000157852	683	14.50686	8.51822	5.98864	4.04453	3.71479	4.212217489	3.224214559	1288.298837	1301.027281	0.0675	0.1526	93.1	1.6768	558.3	26.672	265.0442492	963.910698	16.3843	2.4998	1.9748	68.9081	28.3782	4.205739641	4.962951493	1.719	34.2	NY	Batch03	207
00077EA96D	1078	40.01	164.21	127.39	162.54	738.945	573.255	731.43	418.7294973	418.7294973	28.78109058	0.598436	55.32520404	0.361877	84.10629462	0.960313	5.64679	3.61284	0.629	204.532999	9.009655738	0.249790467	36.06885338	10.98702	4.73018	6.25684	6.25608	0.569406445	11.95026993	7.848318106	11.75019001	7.709811603	0.00076	0.000121467	629	15.4867	9.83991	5.64679	4.43622	3.61284	4.43616863	3.125956311	1269.65541	1282.458727	0.052	0.1257	88.9	2.2056	310.9	28.1072	242.6571624	953.42845	19.5857	2.4623	2.1365	77.8156	32.9411	3.973082402	4.544401229	1.5317	28.8	NY	Batch03	206
00077EAE19	1079	40.17	184.64	152.29	184.64	830.88	685.305	830.88	481.3983768	481.3983768	31.45460454	0.501836	42.72923583	0.256413	74.18384037	0.758249	7.21709	3.79486	0.622	218.9487886	8.104361007	0.128044142	63.2934928	12.54106	5.6934	6.84766	6.8457	0.545862949	13.39370241	8.52078617	12.55370893	8.458449885	0.00196	0.000286229	622	19.87171	12.65463	7.21709	5.05114	3.79486	5.010603547	3.803613309	1310.423868	1325.286198	0.0852	0.092	92.2	1.1444	326.1	17.0684	188.8607682	979.259704	20.9159	1.9248	2.1361	54.1614	29.2271	2.589484555	2.851935907	1.5548	28.5	NY	Batch03	205
00077EAFE4	1080	40.14	161.29	161.29	157.59	725.805	725.805	709.155	389.3348128	389.3348128	46.4935942	0.698609	20.10998523	0.129988	66.60357943	0.828597	5.81317	3.45762	0.736	209.9146234	8.137415515	0.224515277	36.24437332	10.62283	4.00534	6.61749	6.61719	0.622921576	11.72720724	7.045173904	11.55380538	7.094546277	0.0003	4.53E-05	736	15.29738	9.48421	5.81317	4.15856	3.45762	4.561295256	3.362526825	1306.043785	1318.65992	0.0788	0.1475	76.6	2.0338	651.4	24.7544	267.3653184	988.244488	14.3207	2.1121	2.012	56.6781	27.7523	3.95777441	4.642473338	1.6404	26.9	NY	Batch03	198
00077EA52A	1081	38.47	138.16	121.65	138.16	621.72	547.425	621.72	293.1996772	293.1996772	37.22330902	0.738078	30.43613129	0.231629	67.65944031	0.969707	4.36634	2.98964	0.63	207.9581488	8.158723504	0.294965943	27.65988313	9.66258	3.89378	5.7688	5.76875	0.597019637	11.1872419	7.025103238	11.01923597	6.995047003	5.00E-05	8.67E-06	630	12.40185	8.03552	4.36634	3.70164	2.98964	4.341599939	2.920980452	1307.279193	1321.95434	0.0714	0.1602	81.4	2.0051	288	37.7783	271.2587248	957.546476	15.5645	2.4937	1.7359	72.3511	29.8929	4.648469273	5.53532301	1.5016	23.9	NY	Batch03	202
00077EA875	1082	34.58	102.53	100.83	102.12	461.385	453.735	459.54	211.6889845	211.6889845	33.07816695	0.758129	9.325156625	0.091341	42.40332358	0.84947	2.5347	1.95169	0.618	236.4028099	10.14724094	0.377491305	26.88072759	6.87159	2.37303	4.49856	4.49853	0.654656346	9.227834302	5.260416667	9.292521006	5.460803463	3.00E-05	6.67E-06	618	6.34514	3.81044	2.5347	2.28105	1.95169	3.340952631	2.597441192	1339.13774	1354.22469	0.0437	0.2769	64.2	3.9695	467.6	64.5139	401.2011634	957.17211	8.9206	2.4697	1.1278	65.7037	26.954	7.36539022	10.18519896	1.6411	20.7	NY	Batch03	199
00077EA676	1083	38.25	179.52	162.37	179.52	807.84	730.665	807.84	436.2794695	436.2794695	45.09720436	0.943749	22.81780128	0.134122	67.91500563	1.077871	6.22232	3.97437	0.773	203.2624039	8.519001842	0.2775018	30.69890664	11.30558	3.81842	7.48716	7.48704	0.662242892	12.1728972	7.083242773	11.9193166	6.927025399	0.00012	1.60E-05	773	18.00229	11.77997	6.22232	5.15371	3.97437	4.57145241	3.131223313	1308.514601	1319.820454	0.0813	0.2969	72.2	3.2221	477.2	43.1144	395.6979832	981.5433366	16.2475	4.8247	1.0552	103.8705	21.6983	6.39301431	9.093260847	1.7132	26.8	NY	Batch03	205
00077EA5FB	1084	34.46	113.53	102.55	113.53	510.885	461.475	510.885	275.177492	275.177492	24.61382509	0.578014	23.9050224	0.220948	48.51884749	0.798962	3.34041	2.40333	0.622	212.5738038	10.00897054	0.328622554	30.45734515	8.25784	3.0937	5.16414	5.16398	0.625342705	10.24890988	6.253028101	10.18680902	6.235108722	0.00016	3.10E-05	622	9.13813	5.79771	3.34041	2.9451	2.40333	3.937190588	2.779818003	1314.654203	1330.714505	0.0787	0.5318	64	5.3493	506.9	84.4045	585.2020524	970.649286	9.0872	4.8325	-1.2313	85.0059	17.4487	9.354465622	19.97929349	1.6545	20	NY	Batch03	199
00077EACD4	1085	38.94	141.98	104.73	141.94	638.91	471.285	638.73	328.9574619	328.9574619	21.14933373	0.418015	37.12105309	0.291821	58.27038681	0.709836	4.88296	3.17665	0.576	201.1269734	8.185267057	0.243172665	33.66030903	10.49495	4.83419	5.66076	5.65974	0.539282226	11.70983087	7.853065539	11.48405117	7.794114649	0.00102	0.000180188	576	13.90188	9.01893	4.88296	3.86064	3.17665	4.672246052	3.074282656	1309.974628	1326.409296	0.0762	0.1569	83.8	1.7733	251.8	40.6048	275.451624	976.639142	17.4487	2.7368	1.9864	79.8121	30.1681	4.574100076	5.425002889	1.6123	32.8	NY	Batch03	191
00077E67E5	1086	38.38	144.22	140.07	144.22	648.99	630.315	648.99	330.2368941	330.2368941	39.09036251	0.619014	28.41481893	0.199784	67.50518144	0.818798	3.90807	2.74499	0.681	236.4270908	10.2669048	0.325350071	31.55648548	8.71522	3.00451	5.71071	5.71047	0.655229587	10.55394057	6.120262705	10.46511751	6.144573718	0.00024	4.20E-05	681	10.36223	6.45415	3.90807	3.36052	2.74499	3.841161487	2.847420209	1305.33249	1318.248117	0.0776	0.1441	72.2	1.9989	712.1	25.4934	250.0696092	993.485612	11.9639	1.7239	1.8675	45.9197	27.4638	3.838188216	4.484345703	1.5103	22.1	NY	Batch03	206
00077EACBD	1087	39.2	166.1	148.06	163.03	747.45	666.27	733.635	391.3658705	391.3658705	41.27095697	0.817194	50.66383023	0.313647	91.9347872	1.130841	4.82691	3.17066	0.655	235.7395621	9.851220195	0.272224483	36.18785528	9.6306	3.8949	5.7357	5.73555	0.595554794	11.06891402	6.878600384	11.00098581	6.996052952	0.00015	2.62E-05	655	11.96587	7.13895	4.82691	3.47169	3.17066	4.112665589	3.044735166	1273.249324	1286.61419	0.0903	0.1257	93.1	1.4543	359	20.0656	226.971227	990.86505	14.6021	1.8362	1.9079	48.8436	27.4784	3.344970929	3.826099217	1.6227	32.8	NY	Batch03	201
00077EAC02	1088	34.63	127.75	113.22	127.75	574.875	509.49	574.875	291.9572226	291.9572226	27.95060217	0.530634	23.65637526	0.198127	51.60697742	0.728761	3.46254	2.53315	0.655	226.9407655	10.24473437	0.349814081	29.28622641	8.04545	2.83109	5.21436	5.21428	0.648102965	10.01318629	5.823543515	10.05495432	5.964606121	8.00E-05	1.53E-05	655	8.68838	5.22584	3.46254	2.92707	2.53315	3.570696977	2.73378205	1310.573614	1323.82617	0.0478	0.348	71.5	4.8427	667.4	90.369	453.4252204	972.14675	12.6592	4.4058	1.0569	107.062	24.4982	8.457248483	12.97186614	1.542	24.2	NY	Batch03	206
00077EAE78	1089	38.85	164.72	109.68	164.72	741.24	493.56	741.24	399.0667185	399.0667185	28.13295601	0.41771	37.86761718	0.270595	66.00057318	0.688305	6.06629	3.60243	0.564	205.7611112	7.992793998	0.18004312	44.39377623	11.54408	5.6782	5.86588	5.86585	0.508126243	12.23117132	8.486771922	12.04438407	8.447151332	3.00E-05	5.11E-06	564	15.99766	9.93137	6.06629	4.24096	3.60243	4.683548065	3.367887787	1305.295053	1320.943552	0.0736	0.1601	88.5	2.3557	231.6	45.3523	261.5252088	963.910698	20.881	3.3421	2.1119	101.3563	31.5149	4.853996456	5.778942807	1.6206	28.1	NY	Batch03	198
00077EAB4E	1091	39.97	168.41	168.41	167.2	757.845	757.845	752.4	435.0131581	435.0131581	42.31399123	0.577544	4.099535715	0.024391	46.41352695	0.601935	5.88743	3.67179	0.624	206.3966076	8.977448344	0.230480722	38.95097282	10.28284	3.91614	6.3667	6.36641	0.61912954	11.47373339	6.85942691	11.36740861	7.015102752	0.00029	4.55E-05	691	14.05594	8.34784	5.7081	3.86908	3.48955	4.315155024	3.27153931	1319.296342	1333.260194	0.0978	0.0958	78.7	1.4449	537.6	19.2405	192.4546818	966.905626	16.0859	1.5404	2.0697	46.5247	31.4729	2.892265897	3.198563129	1.525	24	NY	Batch03	206
00077EAD3F	1092	38.93	169.84	153.94	169.84	764.28	692.73	764.28	463.3173845	463.3173845	31.22407107	0.405676	21.08622076	0.131245	52.31029183	0.536921	5.7081	3.48955	0.691	219.0196444	9.861961461	0.233280756	42.27507506	10.0245	3.77727	6.24723	6.24694	0.62316724	11.17494715	6.681818182	11.22370626	6.889599025	0.00029	4.64E-05	696	13.16707	7.47119	5.69588	3.61664	3.35749	4.131564104	3.392939368	1318.884539	1333.110447	0.0964	0.2004	80	2.3971	355.5	38.6062	285.8964354	988.99322	14.1299	2.8314	1.5222	75.704	27.2485	5.357716615	6.700358455	1.7021	25.6	NY	Batch03	194
00077EAE21	1093	37.43	126.97	115.62	126.91	571.365	520.29	571.095	309.9160294	309.9160294	31.58615992	0.717064	18.75746586	0.152727	50.34362578	0.869791	5.69588	3.35749	0.696	170.1762328	6.61088323	0.212270528	31.14366977	8.35419	3.40909	4.9451	4.9444	0.591846726	10.20044297	6.359357697	10.24606499	6.545218743	0.0007	0.000141554	594	8.89377	5.13044	3.76333	2.76004	2.57566	3.717656266	2.92222576	1303.23604	1317.387075	0.0481	0.1221	103.6	1.85	145.7	33.5013	202.3005076	972.14675	12.5816	1.5361	2.2013	48.5705	33.2211	3.860439054	4.397311122	1.584	29.7	NY	Batch03	193
00077EAB9D	1094	35.02	92.96	92.27	89.82	418.32	415.215	404.19	222.5465426	222.5465426	23.93876787	0.538302	10.91283752	0.121003	34.85160539	0.659305	3.76333	2.57566	0.594	162.4127408	7.184967816	0.28641048	25.08626019	7.21087	2.73919	4.47168	4.47158	0.620116574	9.488731719	5.713857588	9.519163034	5.866998954	1.00E-04	2.24E-05	585	6.90782	4.37035	2.53746	2.47917	1.97745	3.525655764	2.566396116	1328.206253	1344.902976	0.0488	0.2712	96.2	4.0672	236.1	66.0549	384.579313	981.5059	11.392	3.0897	1.528	79.5472	26.2465	6.982724719	9.581344929	1.4934	33.3	NY	Batch03	197
00077EAB30	1095	36.12	122.09	118.86	122.09	549.405	534.87	549.405	262.6393497	262.6393497	45.29242181	1.169492	23.94835052	0.199902	69.24077233	1.369394	3.64061	2.50868	0.635	219.0016264	8.765201708	0.300583673	29.16060488	8.39836	3.18856	5.2098	5.20979	0.620334208	10.20953258	6.121344693	10.27311561	6.329978411	1.00E-05	1.92E-06	635	9.28433	5.64371	3.64061	3.02555	2.50868	3.730700203	2.90241083	1307.129447	1320.868679	0.0788	0.4772	71.1	5.0191	664.4	84.3089	534.0262202	979.259704	9.7854	4.6693	-0.4427	88.2299	18.813	9.016483741	17.24553859	1.7303	22.6	NY	Batch03	198
00077E9F91	1096	37.58	131.08	114.57	131.08	589.86	515.565	589.86	359.8997185	359.8997185	25.15866552	0.596602	15.06952602	0.121739	40.22819154	0.718341	4.16657	2.80572	0.562	210.234806	10.49491927	0.262737788	39.94446083	9.10534	4.07274	5.0326	5.03214	0.552658111	10.76854928	7.071982281	10.69677881	7.153989115	0.00046	9.14E-05	562	10.19664	6.03007	4.16657	3.11817	2.80572	3.867698041	2.970054032	1306.118659	1321.729721	0.0484	0.1077	78.7	1.5608	571.2	28.3794	205.7446748	984.500828	17.5832	1.8943	2.2803	62.2502	34.508	3.540322581	3.967786142	1.5391	26	NY	Batch03	200
00077EA8AA	1097	34.66	102.06	98.25	102.06	459.27	442.125	459.27	210.6337651	210.6337651	31.32333887	0.758841	15.03985106	0.150364	46.36318993	0.909205	2.65717	1.92373	0.571	238.7393241	9.631300391	0.320183172	30.08059518	7.25932	2.84611	4.41321	4.41307	0.607917822	9.55646128	5.819347878	9.551089233	5.980407433	0.00014	3.17E-05	571	6.91268	4.25551	2.65717	2.40363	1.92373	3.540902718	2.762518649	1308.102798	1325.173888	0.0561	0.1626	77.1	2.2741	473.1	30.6738	260.0277448	993.111246	10.7421	1.7472	1.6929	46.8315	27.5646	4.35962242	5.206450322	1.4287	23.2	NY	Batch03	204
00077EAA98	1098	38.9	162.11	129.28	160.54	729.495	581.76	722.43	382.2099665	382.2099665	30.00959127	0.586397	53.82465017	0.354388	83.83424143	0.940785	5.4105	3.43405	0.633	212.4299297	8.583035012	0.245549627	34.95438014	10.59574	4.53932	6.05642	6.05595	0.571545734	11.57616812	7.467996586	11.5390639	7.55266691	0.00047	7.76E-05	633	14.35112	8.94063	5.4105	4.1038	3.43405	4.357244505	3.151089821	1312.632627	1326.371859	0.0604	0.1368	82.8	1.6743	512.2	32.0297	225.7358192	994.983076	20.8557	2.8537	2.0121	84.2519	30.469	4.03975412	4.680141095	1.579	28.4	NY	Batch03	206
00077EADA4	1099	36.41	140.89	119.86	137.85	634.005	539.37	620.325	335.4857568	335.4857568	31.77704146	0.676496	43.57581269	0.325015	75.35285414	1.001511	4.73003	3.03128	0.622	209.1542187	8.617602733	0.249087724	34.59665771	9.1167	3.73703	5.37967	5.3793	0.590049031	10.60590515	6.593137255	10.70344949	6.852802637	0.00037	6.88E-05	622	10.47322	5.74319	4.73003	3.12592	3.03128	3.67455981	3.12081365	1303.68528	1317.649131	0.0477	0.1074	72.8	1.7428	746.7	22.5603	189.7966832	986.372658	13.3864	1.4371	1.7224	41.9353	30.1056	3.132679436	3.509435699	1.7525	24.1	NY	Batch03	196
00077EAFCB	1100	37.72	116.83	97.95	115.46	525.735	440.775	519.57	287.6072648	287.6072648	21.32427488	0.439895	35.39454808	0.320183	56.71882296	0.760078	3.11379	2.29861	0.595	228.7186604	11.22242755	0.340843011	32.92550291	8.2749	3.29553	4.97937	4.97926	0.601730535	10.28017719	6.364341085	10.19732613	6.435281762	0.00011	2.21E-05	595	9.15778	6.04399	3.11379	3.00645	2.29861	4.0206822	2.709280826	1311.696712	1328.468309	0.0695	0.056	96.5	1.7758	283.6	8.3263	126.7534488	997.229272	13.1511	0.7359	2.5061	22.1543	32.0013	1.684596726	1.784449707	1.5004	30.1	NY	Batch03	199
00077E9C11	1126	34.85	112.02	80.27	103.5	504.09	361.215	465.75	279.0112105	279.0112105	13.862505	0.359	90.95402	0.881	104.816525	1.24	4.3603	2.80036	0.449	180.0089988	7.774662769	0.58225515	13.35267325	10.33635	5.80019	4.53616	4.53615	0.438854141	11.51456425	8.611698379	11.39694717	8.537408106	1.00E-05	2.20E-06	449	11.46615	7.10585	4.3603	3.29489	2.80036	4.313254767	3.114099616	1257.488515	1277.666843	0.0404	0.0816	74.6	1.5924	641.1	13.6117	161.8689796	916.366216	17.9625	1.4651	2.5945	50.0018	36.5706	2.783677105	3.030889716	1.9996	23.4	MI	Batch05	85
00077EAA4F	1127	35.9	116.63	95.88	114.16	524.835	431.46	513.72	283.9746978	283.9746978	20.14663	0.424	50.607715	0.456	70.754345	0.88	4.09633	2.5892	0.478	202.7016067	8.422887262	0.189470624	44.45484513	9.31972	4.81652	4.5032	4.50264	0.483130394	10.96671227	7.779867761	10.82197096	7.779857029	0.00056	0.000124356	478	9.8003	5.70397	4.09633	2.88786	2.5892	3.950309226	3.164166538	1275.008844	1294.625622	0.0519	0.0403	84.6	2.0174	382.4	5.7789	103.9171228	915.243118	15.2278	0.6144	2.8807	23.0623	42.4487	1.514486663	1.57816114	1.9123	28.9	MI	Batch05	90
00077E97B9	1128	31.81	91.85	80.78	78.9	413.325	363.51	355.05	218.4126605	218.4126605	19.54594	0.53	51.05388	0.585	70.59982	1.115	2.68039	1.81602	0.44	227.5993656	9.900476516	0.217420453	45.53608629	7.2445	3.66187	3.58263	3.58263	0.494531024	9.538113695	6.650516796	9.541334913	6.783540046	0	0	440	5.92519	3.2448	2.68039	2.04239	1.81602	3.177453865	2.951938855	1301.58883	1323.264621	0.0355	0.2196	81.4	3.9227	254.3	72.3758	351.5602318	894.278622	9.4299	2.0709	1.8395	64.1803	32.0533	6.806042482	8.72133442	1.7862	28.8	MI	Batch05	90
00077E95CC	1129	34.96	116.75	95.44	114.78	525.375	429.48	516.51	308.1186385	308.1186385	17.97774	0.364	188.03771	2.794	206.01545	3.158	4.04239	2.65958	0.486	197.5405891	9.260960613	0.217131218	42.65144682	9.6134	4.98165	4.63175	4.63175	0.481801444	11.03701946	7.946131941	10.99115769	7.912095814	0	0	486	10.53278	6.49039	4.04239	3.13653	2.65958	4.138579896	3.039870957	1287.2869	1305.7493	0.0533	0.1379	81.9	1.7442	604.3	37.9422	223.5061	944.087	17.0654	2.3529	2.0666	72.436	32.0187	4.244611905	4.923432455	1.8148	24.5	MI	Batch05	93
00077E957F	1130	35.78	114.02	89.96	109.82	513.09	404.82	494.19	251.7240464	251.7240464	20.218005	0.474	69.55483	0.656	89.772835	1.13	4.5723	2.88014	0.462	178.14759	6.689078066	0.180229616	37.11420034	10.53874	5.8337	4.70504	4.70498	0.44644616	11.64575178	8.652429196	11.50798473	8.562034586	6.00E-05	1.28E-05	462	12.04008	7.46777	4.5723	3.47941	2.88014	4.292549599	3.17505399	1257.226459	1277.217603	0.042	0.0812	73.9	1.5614	663.4	18.7158	161.5320502	917.489314	17.0444	1.3833	2.54	47.2976	36.7972	2.774964211	3.020068833	1.8832	23.1	MI	Batch05	85
00077E79ED	1131	31.17	80.91	72.58	80.39	364.095	326.61	361.755	187.1834208	187.1834208	18.28864	0.54	30.964895	0.395	49.253535	0.935	2.33766	1.76584	0.426	206.1879899	9.728868025	0.286360861	33.97415411	7.13778	3.64063	3.49715	3.49714	0.489947855	9.555600107	6.785618818	9.470796632	6.7638381	1.00E-05	2.86E-06	426	5.76607	3.42841	2.33766	2.02655	1.76584	3.383494116	2.647646446	1290.47016	1312.857247	0.0286	0.2365	85.1	3.7994	262.6	69.0123	357.0259754	901.391576	9.194	2.1745	1.5917	63.535	29.951	6.910485099	9.051214474	1.7057	26.6	MI	Batch05	87
00077E9A92	1132	32.4	80.91	72.58	80.39	364.095	326.61	361.755	187.1834208	187.1834208	18.28864	0.54	30.964895	0.395	49.253535	0.935	3.42832	2.31028	0.472	157.5977804	6.633798953	0.227272107	29.18879504	8.95144	4.56778	4.38366	4.3835	0.489697747	10.84973166	7.625223614	10.60599418	7.576306248	0.00016	3.65E-05	472	9.35121	5.92289	3.42832	2.91388	2.31028	4.065294384	2.967882681	1283.731572	1304.845814	0.0553	0.0089	92.1	1.0598	327.7	0.0823	22536.15246	901.13	12.1468	0.1083	3.3827	4.7308	54.1574	0.389468831	0.392972546	1.8174	29	MI	Batch05	86
00077E9AA7	1133	31.29	79.54	79.49	75.27	357.93	357.705	338.715	191.5279295	191.5279295	26.180475	0.74	85.57346	1.855	111.753935	2.595	2.12555	1.61563	0.415	221.542061	10.94805741	0.285139957	38.3953815	6.91859	3.61443	3.30416	3.3041	0.477568406	9.273255814	6.587605708	9.324246139	6.739455982	6.00E-05	1.82E-05	415	5.36607	3.24052	2.12555	1.887	1.61563	3.434573397	2.631233636	1328.206253	1351.154888	0.0364	0.1621	77.6	3.1481	322.7	48.3093	290.7257568	937.705078	9.1701	1.4866	2.1767	48.6693	34.3353	5.307390323	6.33426173	1.8412	23.3	MI	Batch05	84
00077E98A2	1134	32.77	113.49	94.61	94.34	510.705	425.745	424.53	266.6527363	266.6527363	20.75302	0.43	93.264815	0.88	114.017835	1.31	4.23952	2.4827	0.471	205.7054819	7.64197538	0.141369025	54.05692926	9.34558	4.88787	4.45771	4.45771	0.476985912	10.99587397	7.808202051	10.83697476	7.837269036	0	0	471	9.78448	5.54496	4.23952	2.9509	2.4827	3.758148362	3.415249527	1294.925115	1313.568542	0.0557	0.0945	76.5	1.5213	687.4	21.4947	175.2712824	926.474098	12.8636	1.2155	2.3166	39.6756	34.5566	3.08433098	3.406186417	2.0131	22.9	MI	Batch05	88
00077E95A5	1135	33.99	79.54	79.49	75.27	357.93	357.705	338.715	191.5279295	191.5279295	26.180475	0.74	85.57346	1.855	111.753935	2.595	3.53122	2.23863	0.386	159.8879672	6.589972711	0.148397725	44.40750495	9.36727	5.59363	3.77364	3.77359	0.402848429	11.0035126	8.456879845	10.84954315	8.384010237	5.00E-05	1.32E-05	386	8.73467	5.20345	3.53122	2.60375	2.23863	3.996889102	3.154804501	1263.815301	1287.175739	0.0377	0.0673	82.1	2.6592	502.4	18.3865	166.8394	911.824	15.2557	1.0271	2.8659	40.7899	44.3954	2.673748173	2.866754284	1.7344	25.2	MI	Batch05	86
00077EAB72	1136	34.24	108.49	87.73	100.88	488.205	394.785	453.96	279.2281099	279.2281099	17.1371	0.399	74.77288	0.725	91.90998	1.124	3.46603	2.33523	0.482	209.0607777	9.788205915	0.231140911	42.34735377	8.58536	4.33867	4.24669	4.24668	0.494642042	10.31128876	7.22565407	10.38685783	7.38385639	1.00E-05	2.35E-06	482	8.43054	4.96451	3.46603	2.68624	2.33523	3.69625201	2.968469915	1314.279837	1334.308418	0.037	0.0483	65.9	1.5515	678.3	8.6661	133.2299806	915.243118	13.2701	0.6409	2.982	24.0174	42.2524	1.809888396	1.90173566	1.7866	20.4	MI	Batch05	90
00077EA22F	1137	35.62	128.85	106.42	128.85	579.825	478.89	579.825	317.8060472	317.8060472	23.183125	0.475	74.238795	0.6	97.42192	1.075	4.58099	2.88959	0.51	200.6599552	8.429058945	0.199247734	42.30441567	10.22213	5.25753	4.9646	4.96457	0.485668838	8.882198228	8.062209302	11.33380228	8.128226774	3.00E-05	6.04E-06	510	11.99858	7.41759	4.58099	3.46859	2.88959	4.27700593	3.170685114	1272.7546	1290.6687	0.0474	0.1134	78.5	1.8319	563.8	25.459	202.4846	927.178	16.3793	1.8576	2.352	59.6431	33.9283	3.64137051	4.107170648	1.8555	24.1	MI	Batch05	92
00077E9552	1139	30.98	87.48	78.65	84.67	393.66	353.925	381.015	221.3576181	221.3576181	17.393755	0.455	44.244985	0.515	61.63874	0.97	2.42596	1.75296	0.422	224.5687295	11.08631247	0.252641254	43.88163963	6.97067	3.59317	3.3775	3.37739	0.484514401	9.270248597	6.669339749	9.359274686	6.719606082	0.00011	3.26E-05	422	5.40637	2.9804	2.42596	1.86205	1.75296	3.201202975	2.767844104	1293.502524	1313.456232	0.0339	0.3826	77	5.2922	592.8	96.0862	472.4430132	916.366216	8.8098	3.3702	0.6082	80.8965	24.1233	9.18255806	14.87177366	1.9728	24.3	MI	Batch05	87
00077E6957	1140	31.17	87.48	78.65	84.67	393.66	353.925	381.015	221.3576181	221.3576181	17.393755	0.455	44.244985	0.515	61.63874	0.97	2.4936	1.84129	0.487	213.7957628	10.78559135	0.299878961	35.96648239	6.93723	3.15703	3.7802	3.7802	0.544914901	9.280272654	6.15276664	9.336798339	6.298603736	0	0	487	5.77739	3.28379	2.4936	1.99587	1.84129	3.290585058	2.708535863	1319.520961	1339.549542	0.0408	0.3153	69.5	4.5014	692.7	90.6761	422.4651522	912.996922	7.1629	2.2582	1.0912	58.5325	26.3573	8.171620433	11.9339613	1.8497	22	MI	Batch05	90
00077E7BD6	1141	31.45	85.75	79.32	84.78	385.875	356.94	381.51	184.4192431	184.4192431	22.65462	0.595	25.42437	0.304	48.07899	0.899	2.91683	2.05176	0.455	188.0702421	7.681948566	0.249076799	30.84168657	8.12936	4.12802	4.00134	4.00133	0.492207259	10.28547165	7.201463287	10.10725238	7.202376637	1.00E-05	2.50E-06	455	7.61479	4.69796	2.91683	2.48329	2.05176	3.78365797	2.843246774	1282.159235	1302.524745	0.0505	0.0774	75.6	1.8655	578.8	19.7413	153.4831812	913.371288	12.2839	0.951	2.4378	31.2317	35.2617	2.542490577	2.755843606	1.7628	22.7	MI	Batch05	85
