rfid	sha_04_age	death_comment	add_ind_sexcohort	add_ind_no_sex	add_ind_no_sexcohort	sha_mean_01_02	sha_mean_03_04	sha_mean_inactive_01_02	sha_mean_inactive_03_04	sha_mean_to_01_02	sha_mean_to_03_04	sha_iti_coefficient_of_variation_03_04	sha_iti_coefficient_of_variation_01_02	sha_iti_median_03_04	sha_loading_phase_intake_01_02	sha_loading_phase_intake_03_04	sha_titration_phase_01_02	sha_titration_phase_03_04	lga_mean_delta_esc	lga_mean_01_02	lga_mean_inactive_01_02	lga_mean_active_01_02	lga_mean_to_01_02	lga_iti_coefficient_of_variation_01_02	lga_iti_median_01_02	lga_loading_phase_intake_01_02	lga_titration_phase_01_02	lga_mean_active_12_14	lga_iti_coefficient_of_variation_12_14	tail_immersion_analgesia	tail_immersion_tolerance	tail_immersion_baseline	tail_immersion_oxypresa	tail_immersion_oxypostsa	von_frey_force_bsl	von_frey_force_difference	von_frey_force_percent	von_frey_force_withdrawal	von_frey_time_bsl	von_frey_time_difference	von_frey_time_percent	von_frey_time_withdrawal	treatments_pr_vehicle	treatments_pr_buprenorphine	treatments_pr_methadone	treatments_pr_naltrexone	pr_saline_active	pr_saline_breakpoint	pr_saline_inactive	pr_saline_rewards	pr_buprenorphine_active	pr_buprenorphine_breakpoint	pr_buprenorphine_inactive	pr_buprenorphine_rewards	pr_methadone_active	pr_methadone_breakpoint	pr_methadone_inactive	pr_methadone_rewards	pr_naltrexone_active	pr_naltrexone_breakpoint	pr_naltrexone_inactive	pr_naltrexone_rewards	sha_iti_mode_03_04	sha_iti_numburst_03_04	sha_iti_maxburst_03_04	sha_iti_meannumrewards_03_04	sha_iti_pctrewards_03_04	sha_iti_mode_01_02	sha_iti_numburst_01_02	sha_iti_maxburst_01_02	sha_iti_meannumrewards_01_02	sha_iti_pctrewards_01_02	lga_iti_mode_12_14	lga_iti_numburst_12_14	lga_iti_maxburst_12_14	lga_iti_meannumrewards_12_14	lga_iti_pctrewards_12_14	lga_iti_mode_01_02	lga_iti_numburst_01_02	lga_iti_maxburst_01_02	lga_iti_meannumrewards_01_02	lga_iti_pctrewards_01_02
933000320188711	72		-0.503186337	-0.661822023	-0.51252728	4	0	3.5	0	1.5	0		0.714202241		2		3		-0.227175818	36	4	42	6	2.227000126	285		43	74	1.436166736	1.54	1.37	2.93	4.47	3.1	16.51666667	-7.183333333	-43.49142281	23.7	8.133333333	-3.633333333	-44.67213115	11.76666667	-83.33333333	-16.66666667	58.33333333	-83.33333333	3	2	0	2	34	6	5	10	116	10	5	19	6	2	6	2		0	0	0		305.5	0.5	1	1	25	529	9.333333333	3.333333333	2.496666667	44	6745.5	5.5	3	2.29	35
933000320188703	72		0.050406646	-0.08975873	0.017453058	0	1.5	0.5	0.5	0	2	0.972927242		886.5					-0.243475429	28.5	18	38.5	10	2.255099154	732		43	66	1.478415092	1.56	1.91	3.16	4.72	2.81	21.15	1.8	8.510638298	19.35	10.48333333	0.916666667	8.744038156	9.566666667	-100	-28.57142857	21.42857143	-85.71428571	0	0	0	0	36	6	5	10	88	9	24	17	5	1	1	2		0.5	1	1			0	0	0		313	7	3	2.273333333	31.66666667	12158	2.5	1	1	10
933000320188702	72		-0.59401654	-0.682207522	-0.563740296	1.5	2.5	1.5	0	0.5	1	0.475029844	0.642907551	103	1	3	2	2	-0.276074649	16.5	11.5	25.5	9	0.992953544	1818	1	20	135	1.749862396	1.25	0.63	3.5	4.75	4.12	20.35	-4.083333333	-20.06552007	24.43333333	10.08333333	-2.133333333	-21.15702479	12.21666667	171.4285714	185.7142857	228.5714286	-100	130	10	8	19	143	11	5	20	179	14	5	23	0	0	0	0	73.5	1	2	2	83.5		0	0	0		24.66666667	9.333333333	4.333333333	2.833333333	50.33333333	2605	2.5	2	2	27.5
933000320188429	76	2021-07-23_found dead in cage. Last session was LGA21	0.290100993	0.148261224	0.286322921	1	0.5	1	0	0	0.5		0		2	1			-0.398321726	1.5	3.5	3	1.5	0	24		3	49.66666667	1.01109295	5.65	4.13	2.91	8.56	4.43	14.25	2.633333333	18.47953216	11.61666667	6.983333333	1.333333333	19.09307876	5.65	-28.57142857	14.28571429	-7.142857143	-85.71428571	32	6	1	10	77	9	2	16	56	7	8	13	5	1	0	2		0	0	0			0.5	1	1		493.3333333	1	1.333333333	1.333333333	4.333333333		0.5	1	1	50
933000320188718	72		-1.027058964	-0.999962944	-0.872259281	0	0	0	1	0	0								-1.286650487	2.5	13	3	0.5	0.318757977	53.5		5	11.66666667	1.188541809	0.96	1.24	2.88	3.84	2.6	18.38333333	-4.783333333	-26.0199456	23.16666667	9.066666667	-2.433333333	-26.83823529	11.5					1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1		0	0	0			0	0	0		6236.333333	1.666666667	1.333333333	1.333333333	23.66666667		1	1.5	1.25	
933000320188444	76		1.170933337	0.881553636	1.026632857	0.5	4	2.5	2	0	2.5	1.222929793		537.5	1	2		4	0.677452553	26	6.5	29	3	0.817784301	1327	1	25	107	1.431596658	6.41	5.44	2.28	8.69	3.25	17.58333333	6.1	34.69194313	11.48333333	8.666666667	3.083333333	35.57692308	5.583333333	-91.66666667	-41.66666667	-20.83333333	-100	4	2	0	2	63	8	6	14	103	10	15	19	0	0	0	0	397.5	1	1	1	40		0	0	0		23.66666667	27.66666667	3.666666667	2.536666667	77	923	2	2.5	2.165	17
933000320500077	74		-0.073401377	-0.114386864	0.049418785	0	0.5	5.5	1	0	0								0.001018726	27.5	10.5	35.5	8	1.321981394	588		24	74.66666667	1.86580233	6.47	4.91	3.53	10	5.09	17.05	0.1	0.586510264	16.95	8.416666667	0.066666667	0.792079208	8.35					17	4	0	6	7	2	7	3	0	0	0	0	6	2	0	3		0	0	0			0	0	0		532.3333333	11	3	2.143333333	37	96	3.5	3	3	28.5
933000320500081	74	2021-07-23_found dead in cage. Last session was LGA21	0.652032913	0.232605115	0.468452387	9	12	7.5	3	5	5.5	1.751898328	1.208938566	93	3	5	8	15	0.889347486	44	60.5	111	67	1.832609775	148.5		47	112	0.626991844	5.84	5.61	3.56	9.4	3.79	13.48333333	-9.05	-67.11990111	22.53333333	6.6	-4.583333333	-69.44444444	11.18333333	-37.93103448	-27.5862069	-58.62068966	-89.65517241	118	10	0	18	130	12	1	21	50	7	1	12	7	2	2	3	1638	3	2.5	2.4	55.5	725.5	2	3	2.5	55.5	283	12.66666667	2.666666667	2.033333333	24	23	9	5	3.225	65.5
933000320500447	81		-0.298459552	-0.395568359	-0.316358928	0	0	0	0	0	0								-1.125640887	2.5	2	3	0.5	0.259474779	5843		3	30.33333333	1.714225669	0	-0.16	2.47	2.47	2.63	13.9	3.3	23.74100719	10.6	6.816666667	1.683333333	24.69437653	5.133333333	38.46153846	-69.23076923	-23.07692308	-23.07692308	126	10	10	18	8	3	0	4	35	6	2	10	39	6	0	10		0	0	0			0	0	0		530	3.333333333	3	2.433333333	32	7504.5	0	0	0	0
933000320499691	76	2021-10-30_Died during protracted abstinence	0.058667252	0.004098151	0.043342433	2	0	0.5	0.5	0	0		0.856157408		1		3		0.4479852	30	9	35.5	5.5	0.999351374	1102.5		47	121.6666667	1.136106906	0.54	-0.62	2.4	2.94	3.56	16.2	4.566666667	28.18930041	11.63333333	7.966666667	2.3	28.87029289	5.666666667	45.45454545	-100	-72.72727273	-72.72727273	83	9	4	16	0	0	0	0	7	2	1	3	4	2	0	3		0	0	0			0.5	1	1		27.66666667	29.66666667	3.666666667	2.286666667	65.33333333	2758.5	4.5	2	2	30
933000320499937	80		-0.744683939	-0.804940879	-0.661536799	0	0	2.5	0.5	0	0								-0.564097968	30	12	40.5	10.5	1.122053887	732		24	59.33333333	0.953744423	1.85	-3.22	2.09	3.94	7.16	13.4	-3.666666667	-27.36318408	17.06666667	6.55	-1.866666667	-28.49872774	8.416666667	-8.695652174	-100	-100	-73.91304348	130	12	2	21	0	0	4	0	0	0	0	0	17	4	4	6		0	0	0			0	0	0		271.6666667	10.33333333	2.333333333	2.03	41	43	4.5	2.5	2.3	34.5
933000320500445	81		-0.221210896	-0.296429154	-0.263584697	0	1.5	0.5	0	0	0.5	0.691662785		1073.5				1	-0.087439443	0.5	0.5	0.5	0					447.3333333	2.080402467	0.28	-0.41	1.72	2	2.41	15.41666667	4.733333333	30.7027027	10.68333333	6.75	1.566666667	23.20987654	5.183333333	-100	5300	-100	-100	0	0	0	0	1371	45	0	54	0	0	0	0	0	0	0	0		0	0	0			0	0	0		262	22	4.333333333	2.766666667	67.33333333		0	0	0	
933000320500448	80		0.122118497	0.074319265	0.03179223	1	0	0	0	2.5	0		0		2				-0.466154435	16	3	20.5	4.5	1.465426798	757.5		31	65.66666667	0.994419862	3.31	3.16	3.97	7.28	4.12	23.05	1.133333333	4.916847433	21.91666667	11.45	0.583333333	5.094614265	10.86666667	-25	-100	75	-62.5	16	4	0	6	0	0	0	0	66	8	0	14	5	2	0	3		0	0	0			0	0	0		229.6666667	11	2.333333333	2.02	38.66666667	4322	2	2	2	29
933000320499938	80	2021-10-08_Did not run session because very sick but found dead in cage the following day	-0.501883537	-0.573535003	-0.566543201	0.5	0	0.5	1.5	0	0								-1.236643557	0.5	0.5	0.5	0					23.33333333	1.729594683	1.72	1.63	2.22	3.94	2.31	11.73333333	-1.45	-12.35795455	13.18333333	5.7	-0.75	-13.15789474	6.45	-100			-100	0	0	0	0									0	0	1	0		0	0	0			0	0	0		7729	1.666666667	1.666666667	1.416666667	16		0	0	0	
933000320499752	78		0.244587621	0.196809511	0.204877105	5	4	5	5	2	0.5	0.590797993	1.304531946	1635.5	5	1	4	2	-0.198442113	16.5	10.5	23	6.5	1.616587151	1046	4	18	86	1.137450534	1.69	1.75	3.53	5.22	3.47	18.26666667	2.083333333	11.40510949	16.18333333	9.016666667	1.05	11.64510166	7.966666667	47.36842105	-63.15789474	5.263157895	-68.42105263	248	19	15	28	16	4	1	7	119	11	4	20	16	4	3	6	1604.5	0.5	1	1	20	54.5	2	2	2	87.5	26.33333333	20.66666667	3.666666667	2.37	68	546	3	2.5	2.125	39.5
933000320500426	78		0.153035673	-0.000833289	0.038718414	0	0	0	0	0	0								-1.602299411	2.5	3.5	3	0.5	1.035540268	6606		2	0.333333333		2.37	1.93	2	4.37	2.44	21.25	13.7	64.47058824	7.55	10.53333333	6.933333333	65.82278481	3.6					0	0	0	0	6	2	0	3	58	7	8	12	1	1	0	1		0	0	0			0	0	0			0	0	0		14246.5	0.5	1	1	33.5
933000320500427	78		-0.782944956	-0.815168331	-0.798648546	0	4.5	0	18.5	0	5	0.891317469		714		2		5	-0.224560389	45.5	1035	97	51.5	3.011201342	53		68	109.3333333	2.029042086	-0.19	-0.5	3.44	3.25	3.75	10.33333333	-5.533333333	-53.5483871	15.86666667	5	-2.8	-56	7.8	-100	1100	2300	-100	0	0	0	0	55	7	2	12	187	15	1	24	0	0	0	0		1	1.5	1.25			0	0	0		23.33333333	17.33333333	5	2.753333333	67.33333333	32.5	14	4	2.65	82.5
933000320499689	77		0.909119778	0.848244395	0.863515898	1.5	5.5	1	3	0.5	0.5	0.886259234	0	203		6	3		0.441455632	33.5	4.5	40	6.5	1.94237037	431	5	42	130.3333333	2.112000159	1.59	1.78	3.38	4.97	3.19	20.61666667	9.866666667	47.85772029	10.75	10.2	4.983333333	48.85620915	5.216666667	-84	16	-56	-96	7	2	1	4	259	19	27	29	43	6	0	11	1	1	0	1		1.5	1	1	30		0.5	1	1	50	25.66666667	30	4.333333333	2.803333333	80.33333333	63	6	2	2	40.5
933000320499753	78		-0.884043672	-0.972915555	-0.916727776	5.5	0	12	3	5.5	0		1.413204065		2		3		-1.445589759	3.5	17.5	3.5	0	0.612455905	3440.5		3	8.666666667	1.05315991	1.15	-0.25	3.41	4.56	4.81	13.3	-1.783333333	-13.4085213	15.08333333	6.5	-0.916666667	-14.1025641	7.416666667					5	2	0	3	4	1	0	2	637	32	13	41	18	4	1	7		0	0	0		54	1	2	2	39.5	5323.333333	0.666666667	1.333333333	1.333333333	13.33333333		0	0	0	
933000320499699	77		1.408609921	1.374122601	1.37024516	1.5	2.5	2.5	1.5	1	1	0.77410581	0.900249377	911		1	3	3	0.989939413	13.5	3	19.5	6	0.876537231	1268		21	233.3333333		2.56	2.72	4.38	6.94	4.22	22.08333333	10.13333333	45.88679245	11.95	10.95	5.133333333	46.87975647	5.816666667	-35.13513514	0	-97.2972973	-81.08108108	204	15	0	24	528	28	12	37	1	1	0	1	26	4	5	7	748	0	0	0	0		0.5	1	1		23.33333333	37.33333333	5	2.816666667	80.33333333	1789.5	2	2	2	30
933000320499817	76		0.069459213	-0.002417342	0.060642841	0.5	0.5	1	1	0	1					1	1		-0.32903349	28.5	15	35	6.5	1.054170843	1355	2	45	90.33333333	1.20463281	0.57	-0.03	2.37	2.94	2.97	14.53333333	4.116666667	28.32568807	10.41666667	7.133333333	2.083333333	29.20560748	5.05	36.84210526	-15.78947368	-5.263157895	10.52631579	212	17	17	26	83	9	10	16	106	10	18	18	153	12	4	21		0	0	0			0	0	0		152.6666667	13	3	2.126666667	42.66666667	3934	3.5	2.5	2.165	26.5
933000320499812	76		-0.686844649	-0.713397418	-0.6787833	2.5	1	0	0	1	0.5	0	1.216202169	82	2	2	2		-0.524920555	15.5	50	24	8.5	1.485102918	761	1	27	76	1.248349455	0.59	-0.13	1.97	2.56	2.69	13.28333333	-7.516666667	-56.58720201	20.8	6.5	-3.8	-58.46153846	10.3	-23.07692308	-92.30769231	-46.15384615	-46.15384615	38	6	0	10	1	1	0	1	19	4	0	7	25	4	0	7		0.5	1	1			0.5	1	1	25	579	11.33333333	2.666666667	2.12	44.33333333	5386	2	2	1.25	18.5
933000320499678	77		-0.956524998	-1.061560578	-0.903723603	10	6.5	22	4	10.5	16	1.662847583	0.944629687	50	3	4	6	5	-0.740396326	53	206.5	205	152	1.927878269	30.5	2	83	114	1.267195828	3.78	-4.28	1.94	5.72	10	20.55	2.1	10.2189781	18.45	11	1.883333333	17.12121212	9.116666667	50	-100	33.33333333	16.66666667	33	5	0	9	0	0	0	0	26	5	0	8	31	4	9	7	515	2	3	2.335	73.5	225	2.5	2.5	2.335	62.5	25	12.66666667	4	2.53	72	21.5	13.5	5.5	3.4	86.5
933000320499814	76		0.301766093	0.322359427	0.258115404	6	10	20.5	17.5	5	4	1.200374407	1.09686929	362	1		8	11	1.89754948	61.5	102.5	85	23.5	1.198297122	408	4	86	321.3333333		-0.07	0.81	2.79	2.72	1.91	14.9	0.1	0.67114094	14.8	7.316666667	0.05	0.683371298	7.266666667	116.6666667	-16.66666667	150	100	66	7	15	13	14	3	1	5	84	8	39	15	58	7	22	12	246	2	2	2	37.5		1	1	1	18	30.66666667	51.66666667	4.333333333	2.573333333	84.33333333	294.5	13	3.5	2.34	46.5
933000320499801	74		1.354587568	1.342986956	1.431336433	4	2	4.5	0	1.5	1	0.105608411	1.035956957	2409	2	1	2	2	1.531893625	68	16.5	126.5	58.5	1.172941025	203	2	59	502	2.009171992	-0.43	-0.28	2.9	2.47	2.75	16.63333333	6.9	41.48296593	9.733333333	8.2	3.5	42.68292683	4.7	-25.86206897	-34.48275862	-20.68965517	-82.75862069	839	34	5	43	981	29	1	38	1103	36	21	46	54	6	0	10		0	0	0			1	1	1		21.66666667	47	5.333333333	2.973333333	87	40.5	19	3.5	2.195	61
933000320499679	76		0.426813463	0.43672126	0.372908644	2	1.5	0	1.5	1	0.5	0.255067568	0.259378006	2368	1	1	3	1	1.832253791	27	18	30.5	3.5	1.036584964	920.5	5	25	483.3333333		-0.2	1.06	3.35	3.15	2.09	11.08333333	2.233333333	20.15037594	8.85	5.383333333	1.133333333	21.05263158	4.25	166.6666667	-100	166.6666667	-33.33333333	86	9	7	16	0	0	0	0	83	9	4	16	9	3	4	4		0	0	0			0	0	0	0	23.33333333	48	5.333333333	2.91	81.33333333	27.5	3	2.5	2.25	24
933000320499818	76		0.182543396	0.207789516	0.144032084	19	9.5	14	13.5	12	2.5	0.735178959	0.891101242	645	7	3	14	6	1.368654405	28	26.5	35	7	1.608326469	856	4	33	247.3333333		2.41	1.51	2.03	4.44	2.93	11.36666667	-3.383333333	-29.76539589	14.75	5.533333333	-1.7	-30.72289157	7.233333333	-36.36363636	81.81818182	81.81818182	-36.36363636	22	4	1	7	132	11	6	20	136	11	26	20	23	4	0	7	602	0.5	1	1	12.5	121	3	3	2.6	33.5	23.33333333	40.66666667	4	2.263333333	60	72.5	4.5	2.5	2.085	33
933000320499810	75	2021-10-06_Died during PR session. Received methadone treatment for session	-0.132435283	-0.156993577	-0.120268004	0.5	5	2.5	7.5	0	4.5	1.726481281		39				5	0.611224421	64.5	56	237	172.5	3.090415852	31	5	93	419.6666667	1.352422549	0	-0.9	2.03	2.03	2.93	13.61666667	-0.75	-5.507955936	14.36666667	6.666666667	-0.383333333	-5.75	7.05			-26.66666667	-73.33333333									49	6	5	11	13	3	0	4	1629.5	1.5	3	3	80		0	0	0		21	29	5	2.896666667	74	22.5	15.5	5.5	3.41	80.5
933000320500002	73		-0.37560191	-0.450587596	-0.445679191	2	6	3.5	1.5	0	3.5	1.030218829	0.69211527	425		2	3	5	-0.851398996	17.5	7.5	27.5	10	1.60382201	467		27	48.33333333	1.58746931	3.5	1.25	1.5	5	3.75	21.86666667	1.283333333	5.868902439	20.58333333	10.83333333	0.633333333	5.846153846	10.2					0	0	0	0	0	0	0	0	4	2	0	2	0	0	0	0	966	1.5	1	1	30		0.5	1	1		3315.666667	5.333333333	1.333333333	1.333333333	20.33333333	2378.5	4.5	3	2.5	65
933000320500010	73	2021-10-13_Died during session.	0.732318927	0.712260862	0.700141631	0.5	0	0	0	0	0								0.519810457	1.5	0	3	1.5	0	9303		1	150.3333333	1.122390325	2.49	2.41	3.1	5.59	3.18	16.68333333	2.766666667	16.58341658	13.91666667	8.216666667	1.4	17.03853955	6.816666667	-51.72413793	-3.448275862	6.896551724	-82.75862069	64	8	0	14	250	19	16	28	307	22	7	31	13	3	4	5		0	0	0			0	0	0		51.33333333	29	4	2.25	60.66666667		0	0	0	0
933000320500016	73		-0.378994009	-0.4748357	-0.368848976	1.5	0	5	0	2.5	0		0.403831418		1		2		-0.244149095	59	15.5	157.5	98.5	2.036543995	43	2	84	240.6666667	1.157920505	1.09	-2.5	2.56	3.65	6.15	16.45	5.9	35.8662614	10.55	8.1	2.983333333	36.83127572	5.116666667	342.8571429	314.2857143	-100	14.28571429	448	22	0	31	325	19	0	29	0	0	0	0	26	5	5	8		0	0	0			0	0	0		30.33333333	19.33333333	3.666666667	2.283333333	63.66666667	23	15	4	2.85	73
933000320500434	81		-0.352385523	-0.282536581	-0.292064453	2.5	0	5.5	0	0.5	0		1.272881072						-0.635958347	44.5	3.5	68.5	24	2.884214168	73		57	56.66666667	0.86861443	1.65	1.88	2.38	4.03	2.15	18.81666667	0.05	0.265721878	18.76666667	9.3	-0.233333333	-2.508960573	9.533333333	200	-100	260	460	68	8	5	15	0	0	0	0	92	9	18	18	239	19	23	28		0	0	0			0.5	1.5	1.5	37.5	265	7.666666667	2.333333333	2.126666667	35	2744.5	13	3.5	2.425	65
933000320500446	80		1.002020782	1.001793293	0.946910955	0.5	0	1	0.5	0	0				1				0.4365289	16.5	7	20	3.5	1.905285658	861		26	122.3333333	2.128719841	2.85	4.41	4.28	7.13	2.72	19.18333333	10.48333333	54.64813206	8.7	9.483333333	5.3	55.88752197	4.183333333	11.76470588	-52.94117647	-52.94117647	-82.35294118	110	10	1	19	23	5	4	8	26	5	7	8	9	2	2	3		0	0	0			0	0	0		29	20.33333333	3.333333333	2.14	50.66666667	6363	4	2	2	54.5
933000320500436	81		0.519244267	0.486980885	0.51406445	1	1.5	3	4.5	2	1	0.744940067	0	2544.5		1	2	1	1.766058545	71.5	7.5	129.5	58	1.492935379	75	1	109	220.3333333	1.237992395	-0.84	0.41	3.03	2.19	1.78	14.16666667	-3.366666667	-23.76470588	17.53333333	6.95	-1.7	-24.46043165	8.65	-28.20512821	-33.33333333	-82.05128205	-71.79487179	251	19	0	28	209	17	0	26	23	4	1	7	56	6	4	11		0	0	0			0	0	0		22.33333333	34.33333333	4	2.246666667	57	24	18	5	2.905	72.5
933000320499940	80		-0.175977751	-0.116092198	-0.073402815	0.5	4.5	2	6	1	6	1.243592776		646		4	1	3	-0.237099453	24	12	38	14	1.988688573	524	2	28	77	1.543262527	-1.24	0.45	4.34	3.1	2.65	14.16666667	1.866666667	13.17647059	12.3	6.95	0.95	13.66906475	6	-75	-87.5	-75	-37.5	10	2	1	4	3	1	0	2	8	3	0	4	49	6	19	10	156	1	1	1	40		0	0	0		26	18.66666667	3.666666667	2.263333333	68.33333333	121	6	2.5	2.165	57.5
933000320500440	81		-0.479187785	-0.413848042	-0.31584906	0	0	0	0	0	0								0.392211245	19.5	49	27.5	8	1.664735564	823		29	124.3333333	2.861470216	-2.78	-2.78	4.97	2.19	4.97	19.55	9.166666667	46.88832055	10.38333333	9.666666667	4.65	48.10344828	5.016666667					132	11	16	20	9	2	0	4	18	3	4	6	15	3	2	5		0	0	0			0	0	0		94.66666667	20.66666667	3	2.086666667	50.33333333	911	5.5	2	2	58
933000320499770	79		-0.21809043	-0.136685124	-0.130677459	2.5	2.5	2.5	17	0.5	0.5	0.37247593	0.335301031	2334		2	5	1	-0.875273683	26.5	19.5	34.5	8	1.259655408	867	5	26	41	1.62753182	0.2	1.79	3.93	4.13	2.34	13.01666667	5.866666667	45.07042254	7.15	6.366666667	2.983333333	46.85863874	3.383333333	-50	500	-50	-100	1	1	0	1	46	7	9	12	1	1	0	1	0	0	1	0	1686	0	0	0	0		0	0	0	0	805	5.333333333	3	2.556666667	34.33333333	179	1.5	2	2	15
933000320499939	80	2021-10-27_Died during protracted abstinence	0.344125173	0.328455031	0.246888766	1	7.5	0.5	7.5	1.5	7	0.785844438		842		5	1	5	1.154474908	15.5	17	21.5	6	0.839719618	1999	1	16	134.3333333	1.095476782	1.86	3.18	4.6	6.46	3.28	10.83333333	0.366666667	3.384615385	10.46666667	5.266666667	0.183333333	3.481012658	5.083333333	28.57142857	128.5714286	28.57142857	-100	28	5	0	9	78	8	1	16	32	5	3	9	0	0	0	0	94.5	1	2.5	2.5	36		0	0	0	0	283.3333333	28.66666667	3	2.146666667	53.66666667	2674	0.5	1	1	5.5
933000320499755	78	2021-10-06_Died during PR session. Received vehicle treatment for session	0.99300901	0.967100278	1.034437404	3	4	0	1	0.5	0.5	0.59756975	1.336818956	670.5	1	1	5	3	1.54447027	80.5	4	214	133.5	2.039051014	120	3	109	317		1.03	0.34	1.97	3	2.66	13.75	5.55	40.36363636	8.2	9.25	5.333333333	57.65765766	3.916666667	-69.56521739	-84.7826087			61	8	0	14	29	4	0	7									539.5	0	0	0	0		0.5	1	1		30.33333333	28.66666667	4.333333333	2.796666667	69.66666667	415.5	20.5	3.5	2.37	47.5
933000320499754	78		-0.497702368	-0.396884535	-0.321843395	1	1.5	2.5	0.5	1	0	0	0	435	1	1	1		-0.875273683	33	2.5	40	7	1.83171774	523	4	30	38.66666667	1.257599213	-0.69	-0.69	3.16	2.47	3.16	19.2	7.95	41.40625	11.25	9.5	4.033333333	42.45614035	5.466666667	150	-100	1100	100	9	3	0	5	0	0	0	0	161	14	0	24	17	3	2	4		0	0	0	0		0	0	0		3340.333333	5.333333333	2.666666667	2.443333333	30.33333333	38	4.5	2	2	27.5
933000320499681	77	2021-10-14_Died during session.	0.313551132	0.371709877	0.423829729	2.5	1.5	3	0.5	2.5	2	0.096774194	0.740078043	62	1		1	3	-0.653685409	32	14	42.5	10.5	1.862920596	473.5	3	14	54.66666667	2.154951055	1.74	1.87	2.41	4.15	2.28	13.11666667	2.233333333	17.02668361	10.88333333	6.433333333	1.15	17.87564767	5.283333333	-25.71428571	-22.85714286	-85.71428571	-97.14285714	226	17	19	26	236	18	22	27	14	3	1	5	2	1	0	1		0.5	1	1			0.5	1	1		238	6.666666667	3.333333333	2.386666667	41.33333333	616.5	5	2	2	30
933000320500433	78		-0.447593913	-0.349354894	-0.27657987	8.5	4.5	3.5	8	7.5	4.5	0.840848219	1.250438853	1351	2	2	9	3	-0.795501904	24.5	12.5	33	8.5	1.573360331	1178	3	21	58.33333333	2.231545715	0.86	-0.69	3.1	3.96	4.65	24.18333333	9.45	39.07649897	14.73333333	12.01666667	4.783333333	39.80582524	7.233333333					0	0	0	0	156	13	16	22	0	0	0	0	9	2	2	3	3116	1	1	1	28.5	1610.5	2	3	2.5	58.5	25.33333333	11	3.333333333	2.293333333	54.33333333	318	5.5	2.5	2.06	44.5
933000320499700	78		-0.071894401	-0.019849212	-0.013443669	0.5	0.5	1	1.5	0	0.5				1			1	-0.219372391	29.5	12	46	16.5	2.121525996	388	1	34	92.66666667	1.267224613	0.59	1.56	2.72	3.31	1.75	16.95	2.05	12.09439528	14.9	8.35	1.033333333	12.3752495	7.316666667	58.33333333	-100	-75	-58.33333333	116	10	12	19	0	0	0	0	8	2	2	3	21	3	25	5		0	0	0			0	0	0		22.66666667	10.66666667	3.666666667	2.396666667	41.66666667	353.5	7.5	2.5	2.115	46.5
933000320499693	77		-0.491791995	-0.378521412	-0.303641114	0	0	0	0	0	0								-1.238678452	14	14.5	15.5	1.5	0.907784298	2317.5	1	19	24.66666667	0.90332589	0.97	-0.31	2.75	3.72	4.03	30.86666667	9.233333333	29.91360691	21.63333333	15.4	4.666666667	30.3030303	10.73333333	200	0	100	-100	4	2	0	3	1	1	0	1	3	1	0	2	0	0	0	0		0	0	0			0	0	0		48	2	2	2	17	5716.5	2	1	1	21
933000320499685	77		0.083956885	0.15560909	0.256291173	0.5	0	0	0.5	0	0								-0.325734763	97	10.5	321	224	3.62677775	34	3	107	60.33333333	1.520663251	-0.19	-0.75	4.31	4.12	4.87	25.23333333	11.2	44.38573316	14.03333333	12.55	5.666666667	45.15272244	6.883333333	66.66666667	-100	44.44444444	83.33333333	290	21	27	30	0	0	0	0	202	17	19	26	356	24	18	33		0	0	0			0	0	0		313	10.66666667	2.333333333	2.026666667	38.66666667	21	23.5	6	3.44	82.5
933000320499815	76	2021-10-22_Died during protracted abstinence	-0.866380311	-0.754597647	-0.755069074	1.5	0	3	2.5	0.5	0		0				3		-1.557765567	30	7.5	40	10	1.202252369	326	1	38	12	1.175667227	0.4	1.71	3.75	4.15	2.44	19.61666667	-3.516666667	-17.92693288	23.13333333	9.7	-0.95	-9.793814433	10.65					7	3	0	4	0	0	0	0	1	1	0	1	0	0	0	0		0	0	0			0.5	1	1	50	4258.666667	2	2	2	35	47	8	3	2.185	57.5
933000320499803	74		-0.083712654	-0.027394474	-0.017167352	10.5	17	8	0.5	9.5	37.5	2.456484473	1.179606524	34.5	5	13	7	9	-0.281417108	44.5	10	180	135.5	2.166425294	41	13	40	119.6666667	1.777528627	0.5	1.44	2.44	2.94	1.5	15.86666667	3.366666667	21.21848739	12.5	7.8	1.7	21.79487179	6.1	160	100	170	-60	342	17	3	26	170	11	6	20	337	18	5	27	11	3	0	4	22	4.5	4	3.25	83.5	33	2	3.5	2.75	52	32.33333333	14.33333333	4	2.35	56	21	9	5	3.045	62
933000320499813	76		0.931149318	0.897101705	0.929433436	17.5	2	4.5	0	33	3	0.30207394	1.197651451	1109	6	2	17		1.881284447	23.5	3	61.5	38	1.713831851	222	2	36	303.3333333	1.669699762	-0.97	0.46	6.53	5.56	5.1	22.08333333	9.066666667	41.05660377	13.01666667	10.96666667	4.616666667	42.09726444	6.35	20.68965517	31.03448276	-72.4137931	-68.96551724	429	26	0	35	597	29	1	38	38	5	1	8	34	5	4	9	1109	0	0	0	0	40	5	4	2.5	71.5	26	40.33333333	5.333333333	2.806666667	80.66666667	121.5	5	3.5	2.645	57
